"away_team","home_team","score","is_neutral","game_ids","date","Home_ABR","Away_ABR","Winner_ABR","Loser_ABR","Home_wins","Attendance","home_fg","away_fg","home_three","away_three","home_ft","away_ft","home_rebound","away_rebound","home_o_rebound","away_o_rebound","home_d_rebound","away_d_rebound","home_assists","away_assists","home_steals","away_steals","home_blocks","away_blocks","home_turnovers","away_turnovers","home_fouls","away_fouls","home_t_fouls","away_t_fouls","home_f_fouls","away_f_fouls","away_is_ranked","home_is_ranked","People"
"Washington Adventist WAU","Howard HOW","WAU 71, HOW 68",FALSE,"/mens-college-basketball/game/_/gameId/401175752",20191105,"HOW","WAU","WAU","HOW",0,53,35.4,43.5,28.6,31.3,66.7,70.6,37,42,13,11,24,31,17,13,1,2,3,0,5,8,16,20,0,0,0,0,FALSE,FALSE,"1,435"
"Princeton PRIN","Duquesne DUQ","DUQ 94, PRIN 67",FALSE,"/mens-college-basketball/game/_/gameId/401170093",20191105,"DUQ","PRIN","DUQ","PRIN",1,12,57.1,47.4,52,31.8,90,42.9,28,33,8,14,20,19,13,11,10,1,5,0,8,17,15,14,0,0,0,0,FALSE,FALSE,"2,213"
"Centenary CENT","Northwestern State NWST","NWST 84, CENT 57",FALSE,"/mens-college-basketball/game/_/gameId/401173059",20191105,"NWST","CENT","NWST","CENT",1,37,53.4,35.4,50,23.5,84.6,100,42,28,8,8,34,20,19,9,8,8,3,0,24,23,11,13,0,0,0,0,FALSE,FALSE,"1,245"
"Valley Forge UVF","UMBC UMBC","UMBC 134, UVF 46",FALSE,"/mens-college-basketball/game/_/gameId/401180733",20191105,"UMBC","UVF","UMBC","UVF",1,14,68.9,25.4,46.4,18.9,73.1,50,55,26,12,9,43,17,33,5,7,3,4,1,11,18,12,22,0,0,0,0,FALSE,FALSE,"812"
"FDU-Florham FDF","Fairleigh Dickinson FDU","FDU 101, FDF 52",FALSE,"/mens-college-basketball/game/_/gameId/401176426",20191105,"FDU","FDF","FDU","FDF",1,28,59.4,28.4,36.8,26.8,80,75,48,31,11,12,37,19,16,10,11,5,6,0,15,23,15,15,0,0,0,0,FALSE,FALSE,"518"
"Erskine ERS","Wofford WOF","WOF 86, ERS 63",FALSE,"/mens-college-basketball/game/_/gameId/401176092",20191105,"WOF","ERS","WOF","ERS",1,68,55.8,41.9,46.4,45,83.3,33.3,28,30,3,10,25,20,18,13,6,12,2,1,15,20,10,16,0,0,0,0,FALSE,FALSE,"2,324"
"Flagler FLGR","Florida Atlantic FAU","FAU 92, FLGR 81",FALSE,"/mens-college-basketball/game/_/gameId/401175897",20191105,"FAU","FLGR","FAU","FLGR",1,44,52.4,50,42.3,28.6,65.2,86.7,39,26,12,3,27,23,12,12,9,7,0,0,21,20,21,21,0,1,0,0,FALSE,FALSE,"1,112"
"North Carolina A&T NCAT","UNC Greensboro UNCG","UNCG 83, NCAT 50",FALSE,"/mens-college-basketball/game/_/gameId/401175789",20191105,"UNCG","NCAT","UNCG","NCAT",1,35,42.9,32.6,32.4,23.5,66.7,61.5,46,33,16,8,30,25,17,8,12,6,6,4,10,19,20,22,0,0,0,0,FALSE,FALSE,"8,131"
"Central State (OH) CSO","Wright State WRST","WRST 96, CSO 77",FALSE,"/mens-college-basketball/game/_/gameId/401175117",20191105,"WRST","CSO","WRST","CSO",1,47,52.9,42,40,34.5,83.3,90,42,33,13,11,29,22,19,4,13,6,3,0,16,16,14,16,0,0,0,0,FALSE,FALSE,"3,771"
"Goshen College GOS","Oakland OAK","OAK 94, GOS 66",FALSE,"/mens-college-basketball/game/_/gameId/401175115",20191105,"OAK","GOS","OAK","GOS",1,64,51.6,38.7,36.8,34.1,65.6,66.7,48,26,19,10,29,16,20,17,9,7,2,3,15,20,10,23,0,0,0,0,FALSE,FALSE,"2,554"
"Cincinnati Clermont CINC","Northern Kentucky NKU","NKU 105, CINC 55",FALSE,"/mens-college-basketball/game/_/gameId/401175114",20191105,"NKU","CINC","NKU","CINC",1,34,53.4,36.8,27.8,32,53.1,55.6,54,28,20,5,34,23,21,13,17,5,5,1,13,26,14,26,0,0,0,0,FALSE,FALSE,"2,857"
"Samford SAM","Morehead State MORE","MORE 90, SAM 86 (2OT)",FALSE,"/mens-college-basketball/game/_/gameId/401175025",20191105,"MORE","SAM","MORE","SAM",1,31,45.2,36.7,20.7,23.1,60,68.8,53,49,21,23,32,26,16,9,7,13,5,7,20,14,22,23,0,0,0,0,FALSE,FALSE,"2,043"
"Chattanooga UTC","Eastern Kentucky EKU","EKU 79, UTC 68",FALSE,"/mens-college-basketball/game/_/gameId/401174062",20191105,"EKU","UTC","EKU","UTC",1,44,51.9,32.4,42.9,36,76,88.2,40,34,7,14,33,20,10,11,6,8,7,0,24,20,21,22,0,0,0,0,FALSE,FALSE,"2,858"
"MIT MIT","Harvard HARV","HARV 84, MIT 27",FALSE,"/mens-college-basketball/game/_/gameId/401173189",20191105,"HARV","MIT","HARV","MIT",1,68,56.7,24.4,35,7.1,69.2,33.3,41,25,12,10,29,15,13,6,13,12,8,5,20,29,19,16,0,0,0,0,FALSE,FALSE,"1,112"
"Michigan Dearborn MDB","Central Michigan CMU","CMU 102, MDB 62",FALSE,"/mens-college-basketball/game/_/gameId/401172737",20191105,"CMU","MDB","CMU","MDB",1,40,52.9,42.1,44.4,37.5,69.2,71.4,31,27,7,6,24,21,17,11,18,1,1,1,3,23,9,19,0,0,1,0,FALSE,FALSE,"2,110"
"Defiance DEF","Ball State BALL","BALL 87, DEF 43",FALSE,"/mens-college-basketball/game/_/gameId/401172555",20191105,"BALL","DEF","BALL","DEF",1,30,51.6,28.8,36.4,17.2,50,44.4,47,31,10,7,37,24,23,8,7,5,4,0,10,16,8,18,0,0,0,0,FALSE,FALSE,"3,429"
"Tiffin TIF","Bowling Green BGSU","BGSU 94, TIF 73",FALSE,"/mens-college-basketball/game/_/gameId/401172554",20191105,"BGSU","TIF","BGSU","TIF",1,35,48.6,36,29.2,24.2,65.4,61.1,61,33,17,9,44,24,14,8,4,7,5,1,16,11,20,20,0,0,0,0,FALSE,FALSE,"1,519"
"Malone University MAL","Akron AKR","AKR 81, MAL 64",FALSE,"/mens-college-basketball/game/_/gameId/401172553",20191105,"AKR","MAL","AKR","MAL",1,NA,42.3,39.7,32.4,22.2,83.3,76.9,41,38,15,12,26,26,16,5,5,6,5,4,12,15,13,12,0,0,0,0,FALSE,FALSE,""
"Northeastern NE","Boston University BU","NE 72, BU 67",FALSE,"/mens-college-basketball/game/_/gameId/401172414",20191105,"BU","NE","NE","BU",0,65,49.1,50.9,30.8,31.3,41.7,78.6,30,31,7,5,23,26,11,10,5,10,4,1,15,12,15,18,0,0,0,0,FALSE,FALSE,"1,171"
"Johnson & Wales (NC) JWN","UNC Wilmington UNCW","UNCW 103, JWN 83",FALSE,"/mens-college-basketball/game/_/gameId/401172385",20191105,"UNCW","JWN","UNCW","JWN",1,58,49.3,44.6,36.7,38.7,64.5,62.5,45,40,13,11,32,29,14,12,12,9,2,2,15,24,12,24,0,0,0,0,FALSE,FALSE,"2,994"
"Brown BRWN","Bryant BRY","BRWN 73, BRY 71",FALSE,"/mens-college-basketball/game/_/gameId/401172259",20191105,"BRY","BRWN","BRWN","BRY",0,53,40.3,43.4,28.6,29.4,61.9,71,37,42,13,13,24,29,14,9,9,7,0,2,12,15,24,18,0,0,0,0,FALSE,FALSE,"1,417"
"Rider RID","Coppin State COPP","RID 91, COPP 84",FALSE,"/mens-college-basketball/game/_/gameId/401172071",20191105,"COPP","RID","RID","COPP",0,20,37.8,48.4,25.6,36.8,75,68.6,38,51,11,13,27,38,15,17,11,7,3,0,14,24,28,19,0,0,0,0,FALSE,FALSE,"815"
"Monmouth MONM","Lehigh LEH","MONM 66, LEH 62",FALSE,"/mens-college-basketball/game/_/gameId/401172033",20191105,"LEH","MONM","MONM","LEH",0,11,40.7,40.7,47.1,42.1,66.7,62.5,38,38,9,11,29,27,12,16,6,7,3,6,17,16,16,12,0,0,0,0,FALSE,FALSE,"621"
"Bucknell BUCK","Fairfield FAIR","BUCK 68, FAIR 64",FALSE,"/mens-college-basketball/game/_/gameId/401171954",20191105,"FAIR","BUCK","BUCK","FAIR",0,11,40.7,40,16.7,43.5,70,82.4,41,33,13,7,28,26,9,14,3,4,3,5,12,13,16,20,0,0,0,0,FALSE,FALSE,"1,063"
"Bridgewater BRI","Delaware DEL","DEL 97, BRI 51",FALSE,"/mens-college-basketball/game/_/gameId/401171797",20191105,"DEL","BRI","DEL","BRI",1,32,58.2,32,44.8,34.8,66.7,52.4,44,25,14,9,30,16,25,9,10,7,2,0,13,19,18,13,0,0,0,0,FALSE,FALSE,"1,599"
"South Carolina Upstate SCUP","Charleston COFC","COFC 74, SCUP 55",FALSE,"/mens-college-basketball/game/_/gameId/401171687",20191105,"COFC","SCUP","COFC","SCUP",1,NA,44.6,35.7,16.7,30,75,60,43,31,11,8,32,23,7,5,6,3,1,3,10,12,15,23,0,0,0,0,FALSE,FALSE,""
"Marymount VA MARY","Longwood LONG","LONG 73, MARY 51",FALSE,"/mens-college-basketball/game/_/gameId/401171486",20191105,"LONG","MARY","LONG","MARY",1,64,61.7,29.3,35,23.3,50,62.5,40,27,8,12,32,15,13,14,8,10,4,0,21,15,18,18,0,0,0,0,FALSE,FALSE,"1,214"
"William & Mary W&M","High Point HP","W&M 70, HP 56",FALSE,"/mens-college-basketball/game/_/gameId/401171466",20191105,"HP","W&M","W&M","HP",0,74,31.7,42.9,16.7,33.3,66.7,70,35,39,10,6,25,33,6,15,5,4,5,4,11,15,16,14,0,0,0,0,FALSE,FALSE,"1,292"
"Furman FUR","Gardner-Webb GWEB","FUR 70, GWEB 63",FALSE,"/mens-college-basketball/game/_/gameId/401171424",20191105,"GWEB","FUR","FUR","GWEB",0,71,38.6,46.3,41.7,24,64.3,77.8,38,32,13,7,25,25,18,12,6,7,7,4,16,12,18,14,0,0,0,0,FALSE,FALSE,"2,475"
"Campbell CAMP","Coastal Carolina CCU","CAMP 75, CCU 74",FALSE,"/mens-college-basketball/game/_/gameId/401171013",20191105,"CCU","CAMP","CAMP","CCU",0,55,48.3,38.7,36.4,35.3,50,100,42,31,18,13,24,18,10,15,2,7,5,3,13,9,17,16,0,0,0,0,FALSE,FALSE,"1,776"
"Yale YALE","Stony Brook STBK","YALE 74, STBK 69 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/401170967",20191105,"STBK","YALE","YALE","STBK",0,80,30.9,38.6,26.1,34.6,80.8,57.9,47,43,14,11,33,32,10,16,6,8,9,7,16,13,16,18,0,0,0,0,FALSE,FALSE,"3,183"
"Curry College CURRY","New Hampshire UNH","UNH 93, CURRY 29",FALSE,"/mens-college-basketball/game/_/gameId/401170948",20191105,"UNH","CURRY","UNH","CURRY",1,9,56.7,15,30.4,20,71.4,83.3,59,23,17,9,42,14,22,5,5,7,5,1,17,19,9,18,0,0,0,0,FALSE,FALSE,"222"
"Hartford HART","Central Connecticut CCSU","HART 74, CCSU 59",FALSE,"/mens-college-basketball/game/_/gameId/401170858",20191105,"CCSU","HART","HART","CCSU",0,NA,42.3,46.4,35.7,38.5,52.6,80,35,33,7,4,28,29,15,18,9,7,3,2,19,15,17,18,0,0,0,0,FALSE,FALSE,""
"Binghamton BING","Cornell COR","COR 84, BING 64",FALSE,"/mens-college-basketball/game/_/gameId/401170833",20191105,"COR","BING","COR","BING",1,29,51.6,41.4,33.3,36,86.7,70,38,29,10,8,28,21,20,12,10,4,5,4,6,12,15,17,0,0,0,0,FALSE,FALSE,"1,282"
"UMass Lowell UML","UMass MASS","MASS 79, UML 64",FALSE,"/mens-college-basketball/game/_/gameId/401170100",20191105,"MASS","UML","MASS","UML",1,27,48.4,38.3,33.3,27.8,47.1,65,33,41,11,14,22,27,18,10,11,7,7,0,10,18,19,20,0,0,0,0,FALSE,FALSE,"2,563"
"George Washington GW","Towson TOW","TOW 72, GW 58",FALSE,"/mens-college-basketball/game/_/gameId/401170099",20191105,"TOW","GW","TOW","GW",1,39,46.8,39.6,58.3,30.8,77.8,70.6,31,30,8,6,23,24,14,11,7,2,1,1,9,15,17,11,0,0,0,0,FALSE,FALSE,"2,005"
"Navy NAVY","George Mason GMU","GMU 68, NAVY 55 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/401170098",20191105,"GMU","NAVY","GMU","NAVY",1,72,41.3,36.2,32,20,53.3,69.2,36,44,16,20,20,24,16,14,9,4,5,1,14,19,16,15,0,0,0,0,FALSE,FALSE,"5,620"
"Bradley BRAD","Saint Joseph's JOES","JOES 86, BRAD 81",FALSE,"/mens-college-basketball/game/_/gameId/401170095",20191105,"JOES","BRAD","JOES","BRAD",1,49,41.9,39,19.4,45,87.5,80,39,46,15,23,24,23,17,17,7,7,5,6,16,14,14,28,1,0,0,0,FALSE,FALSE,"2,068"
"Long Island University LIU","Rhode Island URI","URI 76, LIU 65",FALSE,"/mens-college-basketball/game/_/gameId/401170094",20191105,"URI","LIU","URI","LIU",1,53,38.6,32.4,34.6,29.5,76.5,66.7,53,40,15,10,38,30,18,15,5,6,2,1,10,12,14,16,0,0,0,0,FALSE,FALSE,"4,258"
"VMI VMI","East Carolina ECU","ECU 80, VMI 68",FALSE,"/mens-college-basketball/game/_/gameId/401169986",20191105,"ECU","VMI","ECU","VMI",1,57,53.4,37.3,33.3,37.5,58.3,69.2,44,33,14,12,30,21,17,13,4,7,7,0,13,10,15,22,0,0,0,0,FALSE,FALSE,"4,027"
"UNC Asheville UNCA","Tennessee TENN","TENN 78, UNCA 63",FALSE,"/mens-college-basketball/game/_/gameId/401169802",20191105,"TENN","UNCA","TENN","UNCA",1,89,50.8,37.5,35.3,25,50,71.4,49,29,17,11,32,18,19,4,5,13,7,3,17,14,17,18,0,0,0,0,FALSE,FALSE,"19,273"
"Western Carolina WCU","Georgia UGA","UGA 91, WCU 72",FALSE,"/mens-college-basketball/game/_/gameId/401169800",20191105,"UGA","WCU","UGA","WCU",1,83,47,35.6,30.8,26.5,65.6,55,52,41,15,14,37,27,15,11,9,3,7,3,15,12,26,25,0,0,0,0,FALSE,FALSE,"8,722"
"Sacred Heart SHU","Providence PROV","PROV 106, SHU 60",FALSE,"/mens-college-basketball/game/_/gameId/401168423",20191105,"PROV","SHU","PROV","SHU",1,65,51.3,32.2,47.1,30,75,69.6,47,37,17,14,30,23,31,10,13,4,10,4,8,19,20,12,0,0,0,0,FALSE,FALSE,"8,103"
"Virginia Tech VT","Clemson CLEM","VT 67, CLEM 60",FALSE,"/mens-college-basketball/game/_/gameId/401168154",20191105,"CLEM","VT","VT","CLEM",0,83,34.4,38.6,24.1,33.3,60,70,36,44,8,9,28,35,9,11,4,4,2,1,8,13,16,15,0,0,0,0,FALSE,FALSE,"7,500"
"Maryland-Eastern Shore UMES","Penn State PSU","PSU 84, UMES 46",FALSE,"/mens-college-basketball/game/_/gameId/401166021",20191105,"PSU","UMES","PSU","UMES",1,39,50,33.3,38.7,21.1,58.3,46.2,42,32,14,11,28,21,19,8,10,7,11,1,15,19,17,22,0,0,0,0,FALSE,FALSE,"5,869"
"Western Illinois WIU","Indiana IU","IU 98, WIU 65",FALSE,"/mens-college-basketball/game/_/gameId/401166018",20191105,"IU","WIU","IU","WIU",1,99,58.5,34.4,45.5,29.2,68,93.3,47,28,14,9,33,19,18,9,6,6,6,3,11,12,12,20,0,0,0,0,FALSE,FALSE,"17,222"
"Appalachian State APP","Michigan MICH","MICH 79, APP 71",FALSE,"/mens-college-basketball/game/_/gameId/401166015",20191105,"MICH","APP","MICH","APP",1,89,47.5,45.6,36,30.8,63.2,68.2,34,33,11,8,23,25,15,9,8,9,6,0,17,19,18,23,0,0,0,0,FALSE,FALSE,"11,325"
"Paul Quinn PQ","Sam Houston SHSU","SHSU 95, PQ 57",FALSE,"/mens-college-basketball/game/_/gameId/401176393",20191105,"SHSU","PQ","SHSU","PQ",1,18,51.3,26.9,30.8,30.4,64.3,84.6,49,24,18,6,31,18,20,9,9,3,3,1,15,20,22,16,0,0,0,0,FALSE,FALSE,"1,087"
"American University AMER","Siena SIE","SIE 96, AMER 80",FALSE,"/mens-college-basketball/game/_/gameId/401172080",20191105,"SIE","AMER","SIE","AMER",1,34,52.2,51.9,52.4,33.3,83.3,64.3,41,26,13,5,28,21,17,7,4,5,0,1,13,12,23,17,0,1,0,0,FALSE,FALSE,"5,371"
"Mars Hill MH","Elon ELON","ELON 90, MH 84",FALSE,"/mens-college-basketball/game/_/gameId/401171828",20191105,"ELON","MH","ELON","MH",1,29,43.7,40.3,52.2,37,76.2,90.9,45,38,13,9,32,29,21,15,4,5,6,4,10,10,18,20,1,0,0,1,FALSE,FALSE,"1,456"
"Columbia International CIU","Charleston Southern CHSO","CHSO 99, CIU 71",FALSE,"/mens-college-basketball/game/_/gameId/401171401",20191105,"CHSO","CIU","CHSO","CIU",1,91,57.6,41.8,25,41.4,60.6,76.5,35,33,7,5,28,28,15,12,11,2,1,1,7,23,13,28,0,0,0,0,FALSE,FALSE,"802"
"Rhodes College RHOD","Lipscomb LIP","LIP 104, RHOD 55",FALSE,"/mens-college-basketball/game/_/gameId/401170340",20191105,"LIP","RHOD","LIP","RHOD",1,37,54.7,31.1,33.3,26.3,69.6,57.1,54,32,12,9,42,23,18,9,6,2,6,4,11,18,12,16,0,0,0,0,FALSE,FALSE,"1,878"
"Ohio OHIO","St. Bonaventure SBU","OHIO 65, SBU 53",FALSE,"/mens-college-basketball/game/_/gameId/401170096",20191105,"SBU","OHIO","OHIO","SBU",0,79,36.4,47.1,15.8,36.4,66.7,56.3,37,30,16,8,21,22,11,17,4,10,2,2,16,12,21,18,0,0,0,0,FALSE,FALSE,"4,305"
"Thiel College THIEL","Youngstown State YSU","YSU 101, THIEL 53",FALSE,"/mens-college-basketball/game/_/gameId/401175116",20191105,"YSU","THIEL","YSU","THIEL",1,29,52.6,32.2,24.1,40,54.5,73.3,48,37,16,10,32,27,23,11,11,3,3,2,9,24,11,18,0,0,0,0,FALSE,FALSE,"1,841"
"Oklahoma Christian OKCH","North Texas UNT","UNT 79, OKCH 40",FALSE,"/mens-college-basketball/game/_/gameId/401176593",20191105,"UNT","OKCH","UNT","OKCH",1,27,61.2,28.3,50,21.1,55.6,76.9,39,19,11,7,28,12,15,7,10,10,1,1,20,22,14,15,0,0,0,0,FALSE,FALSE,"2,831"
"Spring Hill SPHL","New Orleans UNO","UNO 114, SPHL 58",FALSE,"/mens-college-basketball/game/_/gameId/401176394",20191105,"UNO","SPHL","UNO","SPHL",1,16,63.1,36.5,30.8,13.6,82.4,60,41,32,7,11,34,21,28,8,11,3,3,2,9,26,14,25,0,0,0,0,FALSE,FALSE,"1,427"
"Delta State DLST","Southern Miss USM","USM 90, DLST 71",FALSE,"/mens-college-basketball/game/_/gameId/401175988",20191105,"USM","DLST","USM","DLST",1,35,57.6,43.1,36.4,43.3,66.7,80,40,25,13,7,27,18,27,13,10,6,5,1,15,20,12,16,0,0,0,0,FALSE,FALSE,"2,824"
"Concordia University (WI) CCD","Milwaukee MILW","MILW 72, CCD 62",FALSE,"/mens-college-basketball/game/_/gameId/401175113",20191105,"MILW","CCD","MILW","CCD",1,9,38.6,36.7,25.9,22.2,68.8,70,44,43,12,10,32,33,13,16,8,8,3,2,12,17,20,18,1,1,0,0,FALSE,FALSE,"1,156"
"Tennessee Tech TNTC","Western Kentucky WKU","WKU 76, TNTC 64",FALSE,"/mens-college-basketball/game/_/gameId/401175029",20191105,"WKU","TNTC","WKU","TNTC",1,64,50,44.8,33.3,30.8,73.1,66.7,32,30,9,10,23,20,12,12,8,8,5,2,16,19,9,21,0,0,0,0,FALSE,FALSE,"4,841"
"St. Louis Pharmacy UHSP","UT Martin UTM","UTM 106, UHSP 48",FALSE,"/mens-college-basketball/game/_/gameId/401175027",20191105,"UTM","UHSP","UTM","UHSP",1,19,56.3,29,36.4,26.7,75,40,43,38,15,18,28,20,27,10,14,8,10,5,15,31,10,21,0,0,0,0,FALSE,FALSE,"823"
"Alabama A&M AAMU","Tennessee State TNST","TNST 106, AAMU 66",FALSE,"/mens-college-basketball/game/_/gameId/401175026",20191105,"TNST","AAMU","TNST","AAMU",1,70,66.1,36.4,50,32,43.8,52.6,42,31,7,13,35,18,25,7,6,6,7,0,16,14,21,17,0,0,0,0,FALSE,FALSE,"5,638"
"UT Rio Grande Valley RGV","South Dakota State SDST","SDST 70, RGV 57",FALSE,"/mens-college-basketball/game/_/gameId/401174933",20191105,"SDST","RGV","SDST","RGV",1,28,45.8,30,23.5,23.1,57.1,70.6,50,39,10,12,40,27,14,4,4,5,1,5,12,8,16,21,0,0,0,0,FALSE,FALSE,"1,704"
"Texas Dallas TXDL","UT Arlington UTA","UTA 84, TXDL 50",FALSE,"/mens-college-basketball/game/_/gameId/401174694",20191105,"UTA","TXDL","UTA","TXDL",1,25,49.2,30.8,40.5,27.3,50,44.4,45,39,11,14,34,25,25,8,7,4,6,0,10,13,13,11,0,0,0,0,FALSE,FALSE,"1,727"
"Louisiana College LA","UL Monroe ULM","ULM 64, LA 41",FALSE,"/mens-college-basketball/game/_/gameId/401174693",20191105,"ULM","LA","ULM","LA",1,35,39.7,26.4,21.1,25.9,66.7,60,57,24,20,5,37,19,6,4,6,6,6,1,16,14,16,18,0,0,0,0,FALSE,FALSE,"2,498"
"Loyola New Orleans L-LA","Louisiana UL","UL 95, L-LA 67",FALSE,"/mens-college-basketball/game/_/gameId/401174691",20191105,"UL","L-LA","UL","L-LA",1,28,53.6,38.5,37.5,36.4,75,50,51,28,15,10,36,18,11,10,10,8,5,1,22,24,17,16,0,0,0,0,FALSE,FALSE,"3,504"
