"away_team","home_team","score","is_neutral","game_ids","date","Home_ABR","Away_ABR","Winner_ABR","Loser_ABR","Home_wins","Attendance","home_fg","away_fg","home_three","away_three","home_ft","away_ft","home_rebound","away_rebound","home_o_rebound","away_o_rebound","home_d_rebound","away_d_rebound","home_assists","away_assists","home_steals","away_steals","home_blocks","away_blocks","home_turnovers","away_turnovers","home_fouls","away_fouls","home_t_fouls","away_t_fouls","home_f_fouls","away_f_fouls","away_is_ranked","home_is_ranked","People"
"California Baptist CBU","Texas TEX","TEX 67, CBU 54",FALSE,"/mens-college-basketball/game/_/gameId/401169610",20191112,"TEX","CBU","TEX","CBU",1,49,43.3,34.5,27.3,34.8,64.3,37.5,40,36,11,11,29,25,10,7,11,3,6,1,13,16,14,10,0,0,0,0,FALSE,FALSE,"8,157"
"Louisiana UL","TCU TCU","TCU 98, UL 65",FALSE,"/mens-college-basketball/game/_/gameId/401169608",20191112,"TCU","UL","TCU","UL",1,88,51.5,38.6,47.4,47.6,66.7,78.6,42,31,14,9,28,22,26,12,10,4,8,0,13,20,9,17,1,0,0,0,FALSE,FALSE,"5,887"
"Northern Illinois NIU","Iowa State ISU","ISU 70, NIU 52",FALSE,"/mens-college-basketball/game/_/gameId/401169607",20191112,"ISU","NIU","ISU","NIU",1,96,43.3,30,12,29.2,68.2,56.3,36,47,9,19,27,28,14,3,10,5,8,2,9,20,16,19,2,2,0,0,FALSE,FALSE,"13,762"
"Wright State WRST","Tennessee Tech TNTC","WRST 85, TNTC 80 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/401175036",20191112,"TNTC","WRST","WRST","TNTC",0,17,47.7,41.9,36.8,31,68.8,82.4,32,50,8,20,24,30,15,17,3,5,3,2,13,15,17,13,0,0,0,0,FALSE,FALSE,"1,255"
"Brescia BRE","Jacksonville State JVST","JVST 125, BRE 55",FALSE,"/mens-college-basketball/game/_/gameId/401174161",20191112,"JVST","BRE","JVST","BRE",1,54,64.8,36.7,57.7,36.8,69.2,66.7,40,29,9,8,31,21,21,3,14,3,2,0,8,26,8,19,0,0,0,0,FALSE,FALSE,"1,883"
"Minnesota MINN","Butler BUT","BUT 64, MINN 56",FALSE,"/mens-college-basketball/game/_/gameId/401166060",20191112,"BUT","MINN","BUT","MINN",1,87,38.2,33.3,21.4,26.1,73.1,76.2,33,36,10,11,23,25,8,12,7,5,3,5,9,18,20,25,0,0,0,0,FALSE,FALSE,"7,879"
"New Mexico State NMSU","UTEP UTEP","UTEP 65, NMSU 50",FALSE,"/mens-college-basketball/game/_/gameId/401175740",20191112,"UTEP","NMSU","UTEP","NMSU",1,76,46.9,36.8,23.1,23.1,76.2,18.2,33,39,6,14,27,25,11,9,8,5,3,0,12,16,16,17,0,0,0,0,FALSE,FALSE,"8,993"
"Ottawa University Arizona OTAZ","Utah Valley UVU","UVU 101, OTAZ 70",FALSE,"/mens-college-basketball/game/_/gameId/401175534",20191112,"UVU","OTAZ","UVU","OTAZ",1,25,52.9,41.3,28.6,35.3,77.8,66.7,51,25,17,6,34,19,16,12,10,7,10,3,16,18,17,26,0,0,0,0,FALSE,FALSE,"2,091"
"Long Beach State LBSU","Stanford STAN","STAN 86, LBSU 58",FALSE,"/mens-college-basketball/game/_/gameId/401170568",20191112,"STAN","LBSU","STAN","LBSU",1,35,53.8,40.7,43.5,30.4,85.7,58.3,38,30,10,9,28,21,23,9,9,6,1,7,12,19,12,17,0,0,0,0,FALSE,FALSE,"2,558"
"Murray State MUR","Tennessee TENN","TENN 82, MUR 63",FALSE,"/mens-college-basketball/game/_/gameId/401169818",20191112,"TENN","MUR","TENN","MUR",1,78,50,41.1,54.5,39.1,66.7,72.7,35,34,9,9,26,25,21,17,4,4,6,4,9,13,15,19,0,0,0,0,FALSE,FALSE,"16,913"
"Miami MIA","UCF UCF","MIA 79, UCF 70",FALSE,"/mens-college-basketball/game/_/gameId/401168177",20191112,"UCF","MIA","MIA","UCF",0,75,46.8,46.8,29.2,25,41.7,72.7,40,33,16,12,24,21,14,16,4,7,3,2,17,9,18,16,0,1,0,0,FALSE,FALSE,"7,514"
"Colorado College COLC","Northern Colorado UNCO","UNCO 104, COLC 38",FALSE,"/mens-college-basketball/game/_/gameId/401166423",20191112,"UNCO","COLC","UNCO","COLC",1,41,60.6,32.1,50,30,50,50,46,21,14,5,32,16,22,5,14,3,5,0,10,17,9,13,0,0,0,0,FALSE,FALSE,"1,195"
"Pacific Oregon PACO","Seattle U SEA","SEA 115, PACO 81",FALSE,"/mens-college-basketball/game/_/gameId/401175640",20191112,"SEA","PACO","SEA","PACO",1,92,57.6,31.3,20,30.9,84.3,70.6,49,33,8,12,41,21,23,16,5,9,6,0,23,17,18,37,0,0,0,0,FALSE,FALSE,"921"
"Fresno State FRES","San Diego USD","USD 72, FRES 66 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/401175208",20191112,"USD","FRES","USD","FRES",1,22,38.7,35.9,29.2,20,77.3,66.7,36,42,6,12,30,30,17,11,8,5,3,3,14,18,20,21,0,0,0,0,FALSE,FALSE,"1,145"
"Pepperdine PEPP","CSU Northridge CSUN","PEPP 94, CSUN 82",FALSE,"/mens-college-basketball/game/_/gameId/401174413",20191112,"CSUN","PEPP","PEPP","CSUN",0,53,46.4,49.2,54.2,46.4,60.7,82.6,29,36,7,12,22,24,15,20,5,6,1,4,16,14,22,24,0,0,0,0,FALSE,FALSE,"1,321"
"UT Arlington UTA","Nevada NEV","NEV 80, UTA 73",FALSE,"/mens-college-basketball/game/_/gameId/401173655",20191112,"NEV","UTA","NEV","UTA",1,65,46.6,34.4,47.6,30.6,53.3,66.7,43,40,9,12,34,28,18,13,5,6,6,3,16,14,21,25,1,0,0,0,FALSE,FALSE,"7,504"
"Life Pacific LP","UC Irvine UCI","UCI 98, LP 52",FALSE,"/mens-college-basketball/game/_/gameId/401171652",20191112,"UCI","LP","UCI","LP",1,28,54.2,31.7,32,28.6,80,0,54,24,20,8,34,16,18,12,9,2,5,3,14,19,11,16,0,0,0,0,FALSE,FALSE,"1,392"
"South Dakota State SDST","USC USC","USC 84, SDST 66",FALSE,"/mens-college-basketball/game/_/gameId/401170569",20191112,"USC","SDST","USC","SDST",1,22,39.7,38.3,32.1,25.8,70,75,43,38,15,10,28,28,11,13,12,7,3,1,11,18,15,26,0,0,0,0,FALSE,FALSE,"2,210"
"Washington State WSU","Santa Clara SCU","SCU 70, WSU 62",FALSE,"/mens-college-basketball/game/_/gameId/401170567",20191112,"SCU","WSU","SCU","WSU",1,26,47.2,32.8,31.3,24.1,88.2,64.7,43,34,8,12,35,22,11,9,8,12,5,1,21,14,21,15,0,0,0,0,FALSE,FALSE,"1,202"
"UNLV UNLV","California CAL","CAL 79, UNLV 75 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/401170566",20191112,"CAL","UNLV","CAL","UNLV",1,29,50.9,48.4,38.1,46.7,68.4,66.7,29,31,8,10,21,21,11,10,5,2,7,3,10,13,16,22,0,0,0,0,FALSE,FALSE,"3,423"
"Indiana State INST","Louisville LOU","LOU 91, INST 62",FALSE,"/mens-college-basketball/game/_/gameId/401168179",20191113,"LOU","INST","LOU","INST",1,67,58.5,33.9,52.9,38.5,80,82.4,42,21,11,8,31,13,16,10,3,7,3,1,15,11,20,20,0,0,0,0,FALSE,TRUE,"14,808"
"Villanova VILL","Ohio State OSU","OSU 76, VILL 51",FALSE,"/mens-college-basketball/game/_/gameId/401166061",20191113,"OSU","VILL","OSU","VILL",1,86,60,30.6,56.3,33.3,58.3,42.9,35,35,2,13,33,22,18,10,6,0,6,4,10,12,11,16,0,0,0,0,TRUE,TRUE,"16,419"
"LSU LSU","VCU VCU","VCU 84, LSU 82",FALSE,"/mens-college-basketball/game/_/gameId/401169823",20191113,"VCU","LSU","VCU","LSU",1,100,41.3,51.7,32.1,41.2,79.3,76.5,32,39,14,15,18,24,13,9,14,7,7,4,16,26,19,25,0,0,0,0,TRUE,FALSE,"7,637"
"St. Mary's (MD) SMMD","UMBC UMBC","UMBC 79, SMMD 57",FALSE,"/mens-college-basketball/game/_/gameId/401180735",20191113,"UMBC","SMMD","UMBC","SMMD",1,10,51.8,38.7,36.4,33.3,76.5,83.3,39,29,10,10,29,19,22,9,3,11,3,4,17,15,10,18,0,0,0,0,FALSE,FALSE,"618"
"Shenandoah SHEN","James Madison JMU","JMU 96, SHEN 48",FALSE,"/mens-college-basketball/game/_/gameId/401172374",20191113,"JMU","SHEN","JMU","SHEN",1,34,47.5,24.7,26.7,16.1,70.6,55.6,61,43,17,15,44,28,20,9,15,7,11,2,15,20,17,17,0,0,0,0,FALSE,FALSE,"2,193"
"St. Francis (PA) SFPA","Morgan State MORG","SFPA 71, MORG 65",FALSE,"/mens-college-basketball/game/_/gameId/401175847",20191113,"MORG","SFPA","SFPA","MORG",0,37,38.6,39.1,15.4,40,59.4,88.6,27,45,12,12,15,33,8,10,8,2,3,4,10,21,26,24,2,1,0,0,FALSE,FALSE,"1,578"
"Loyola (MD) L-MD","Old Dominion ODU","ODU 62, L-MD 53",FALSE,"/mens-college-basketball/game/_/gameId/401172820",20191113,"ODU","L-MD","ODU","L-MD",1,69,40.3,42,25,26.3,72.7,60,36,34,14,9,22,25,14,12,12,7,6,8,13,21,13,15,0,0,0,0,FALSE,FALSE,"5,863"
"Miami (OH) M-OH","Purdue Fort Wayne PFW","M-OH 84, PFW 80",FALSE,"/mens-college-basketball/game/_/gameId/401172570",20191113,"PFW","M-OH","M-OH","PFW",0,10,51,48.4,43.5,30.8,75,77.8,30,30,7,10,23,20,13,16,4,7,1,3,19,12,18,18,0,0,0,0,FALSE,FALSE,"1,355"
"Lafayette LAF","Princeton PRIN","LAF 72, PRIN 65",FALSE,"/mens-college-basketball/game/_/gameId/401172340",20191113,"PRIN","LAF","LAF","PRIN",0,19,39.1,52,27.6,57.9,58.3,69.2,32,33,12,6,20,27,8,15,8,7,3,7,9,13,13,11,0,0,0,0,FALSE,FALSE,"1,298"
"Bryant BRY","Saint Peter's SPU","BRY 69, SPU 44",FALSE,"/mens-college-basketball/game/_/gameId/401172088",20191113,"SPU","BRY","BRY","SPU",0,23,25.4,43.3,20,28.6,61.5,60,31,53,9,14,22,39,7,13,6,7,2,2,11,17,17,16,0,0,0,0,FALSE,FALSE,"728"
"Quinnipiac QUIN","Brown BRWN","BRWN 70, QUIN 68",FALSE,"/mens-college-basketball/game/_/gameId/401172062",20191113,"BRWN","QUIN","BRWN","QUIN",1,25,35.1,42.6,34.6,26.1,75,80,49,41,21,11,28,30,14,8,8,8,4,6,13,15,13,16,0,0,0,0,FALSE,FALSE,"704"
"Ohio OHIO","Iona IONA","OHIO 81, IONA 72",FALSE,"/mens-college-basketball/game/_/gameId/401171978",20191113,"IONA","OHIO","OHIO","IONA",0,78,42.1,55.8,32,52,88.9,71.4,25,27,6,4,19,23,12,15,13,10,5,4,18,19,18,17,0,0,0,0,FALSE,FALSE,"2,013"
"Canisius CAN","Albany ALB","ALB 83, CAN 57",FALSE,"/mens-college-basketball/game/_/gameId/401171914",20191113,"ALB","CAN","ALB","CAN",1,42,56.4,34.5,36.8,17.4,73.7,72.2,34,24,6,8,28,16,15,12,5,8,4,2,13,13,18,17,0,0,0,0,FALSE,FALSE,"1,808"
"Hofstra HOF","Bucknell BUCK","BUCK 86, HOF 71",FALSE,"/mens-college-basketball/game/_/gameId/401171867",20191113,"BUCK","HOF","BUCK","HOF",1,49,46.3,38.1,53.6,31.6,81.8,63,48,33,15,12,33,21,19,9,5,9,7,5,15,10,22,16,1,0,0,0,FALSE,FALSE,"1,952"
"Boston University BU","Vermont UVM","UVM 62, BU 47",FALSE,"/mens-college-basketball/game/_/gameId/401170986",20191113,"UVM","BU","UVM","BU",1,45,43.4,29.8,25,25,61.1,60,39,37,7,11,32,26,11,7,7,10,5,1,14,13,16,19,0,0,0,0,FALSE,FALSE,"1,463"
"Binghamton BING","Columbia CLMB","CLMB 75, BING 63",FALSE,"/mens-college-basketball/game/_/gameId/401170834",20191113,"CLMB","BING","CLMB","BING",1,32,45.8,40,44,30.4,58.8,70.6,37,35,9,8,28,27,14,8,5,5,4,6,12,14,13,16,0,0,0,0,FALSE,FALSE,"801"
"NJIT NJIT","Cornell COR","NJIT 59, COR 58",FALSE,"/mens-college-basketball/game/_/gameId/401170357",20191113,"COR","NJIT","NJIT","COR",0,6,41.1,36.7,21.4,25,66.7,100,35,38,7,10,28,28,15,9,6,6,3,2,13,10,14,14,0,0,0,0,FALSE,FALSE,"274"
"La Salle LAS","Pennsylvania PENN","PENN 75, LAS 59",FALSE,"/mens-college-basketball/game/_/gameId/401170120",20191113,"PENN","LAS","PENN","LAS",1,28,40.6,42.9,25,21.4,75,66.7,47,30,16,3,31,27,13,5,8,9,3,4,15,16,9,15,0,0,0,0,FALSE,FALSE,"2,426"
"Long Island University LIU","George Mason GMU","GMU 80, LIU 74",FALSE,"/mens-college-basketball/game/_/gameId/401170119",20191113,"GMU","LIU","GMU","LIU",1,31,46.3,46,27.8,23.8,76.5,61.1,39,38,12,12,27,26,11,10,7,6,7,4,10,15,16,16,0,0,0,0,FALSE,FALSE,"2,432"
"Fairleigh Dickinson FDU","Fordham FOR","FOR 53, FDU 50",FALSE,"/mens-college-basketball/game/_/gameId/401170118",20191113,"FOR","FDU","FOR","FDU",1,46,35.7,36,20,7.1,52.9,76.5,34,39,12,12,22,27,13,9,12,5,2,1,13,20,15,18,0,0,0,0,FALSE,FALSE,"1,463"
"IUPUI IUPU","South Florida USF","IUPU 70, USF 53",FALSE,"/mens-college-basketball/game/_/gameId/401170017",20191113,"USF","IUPU","IUPU","USF",0,24,37,51,21.7,52.6,44.4,76.9,35,30,18,8,17,22,8,15,12,10,3,1,23,22,14,18,0,0,0,0,FALSE,FALSE,"2,474"
"Saint Joseph's JOES","UConn CONN","JOES 96, CONN 87",FALSE,"/mens-college-basketball/game/_/gameId/401169445",20191113,"CONN","JOES","JOES","CONN",0,40,34.9,45.7,48.3,39.4,76.3,57.6,47,46,11,12,36,34,7,14,5,9,7,4,13,10,23,25,1,0,0,0,FALSE,FALSE,"4,081"
"UNC Asheville UNCA","Wake Forest WAKE","WAKE 98, UNCA 79",FALSE,"/mens-college-basketball/game/_/gameId/401168182",20191113,"WAKE","UNCA","WAKE","UNCA",1,29,70.2,47.2,50,31.6,70,76.7,35,20,8,5,27,15,23,9,3,7,2,3,17,11,23,30,0,0,0,0,FALSE,FALSE,"4,187"
"South Carolina Upstate SCUP","Virginia Tech VT","VT 80, SCUP 57",FALSE,"/mens-college-basketball/game/_/gameId/401168181",20191113,"VT","SCUP","VT","SCUP",1,96,53.4,37.7,48.1,12,71.4,77.8,31,33,6,10,25,23,19,8,6,3,6,2,8,13,11,10,0,0,0,0,FALSE,FALSE,"8,536"
"Colgate COLG","Syracuse SYR","SYR 70, COLG 54",FALSE,"/mens-college-basketball/game/_/gameId/401168180",20191113,"SYR","COLG","SYR","COLG",1,60,50.9,30,41.2,31.7,58.3,71.4,42,31,12,14,30,17,20,14,9,6,6,4,14,15,11,14,0,0,0,0,FALSE,FALSE,"21,281"
"High Point HP","Boston College BC","BC 59, HP 33",FALSE,"/mens-college-basketball/game/_/gameId/401168178",20191113,"BC","HP","BC","HP",1,55,36.9,25,12,21.1,61.5,62.5,41,41,12,9,29,32,13,6,16,6,3,3,13,29,13,15,0,0,0,0,FALSE,FALSE,"4,710"
"McNeese MCN","Wisconsin WISC","WISC 83, MCN 63",FALSE,"/mens-college-basketball/game/_/gameId/401166065",20191113,"WISC","MCN","WISC","MCN",1,98,52.7,46.7,35.7,38.1,83.3,76.5,28,24,7,5,21,19,19,13,10,4,3,2,9,18,15,21,0,0,0,0,FALSE,FALSE,"16,816"
"Virginia-Wise VAW","Samford SAM","SAM 102, VAW 64",FALSE,"/mens-college-basketball/game/_/gameId/401176062",20191113,"SAM","VAW","SAM","VAW",1,10,55.4,36.5,44,25,64.3,68.8,44,34,15,13,29,21,21,10,9,6,3,1,11,17,18,17,0,0,0,0,FALSE,FALSE,"504"
"Mars Hill MH","Middle Tennessee MTSU","MTSU 96, MH 82",FALSE,"/mens-college-basketball/game/_/gameId/401176053",20191113,"MTSU","MH","MTSU","MH",1,27,50,41.4,33.3,44,80,72.2,39,45,7,14,32,31,21,10,8,2,5,1,4,20,18,12,0,0,0,0,FALSE,FALSE,"3,125"
"Niagara NIAG","Stephen F. Austin SFA","SFA 89, NIAG 80",FALSE,"/mens-college-basketball/game/_/gameId/401172047",20191113,"SFA","NIAG","SFA","NIAG",1,34,43.8,55.6,31.8,44.4,78.8,73.3,35,29,17,6,18,23,13,16,8,6,2,1,14,22,27,28,0,0,0,0,FALSE,FALSE,"2,441"
"UT Martin UTM","Western Illinois WIU","UTM 98, WIU 91",FALSE,"/mens-college-basketball/game/_/gameId/401175037",20191113,"WIU","UTM","UTM","WIU",0,12,47.9,50.7,40,34.8,72.2,75,33,40,10,12,23,28,13,6,3,3,2,3,4,5,19,16,0,0,0,0,FALSE,FALSE,"610"
"CSU Bakersfield CSUB","Northern Iowa UNI","UNI 67, CSUB 55",FALSE,"/mens-college-basketball/game/_/gameId/401173619",20191113,"UNI","CSUB","UNI","CSUB",1,47,44,44.2,35.3,23.1,78.6,66.7,29,32,7,9,22,23,10,6,4,3,0,3,12,14,13,19,0,1,0,0,FALSE,FALSE,"3,151"
"Kansas City KC","Drake DRKE","DRKE 76, KC 58",FALSE,"/mens-college-basketball/game/_/gameId/401173513",20191113,"DRKE","KC","DRKE","KC",1,34,60,38.6,54.5,31.3,80,75,35,20,5,5,30,15,17,10,5,10,8,2,18,11,12,18,0,0,0,0,FALSE,FALSE,"2,415"
"Grambling GRAM","SE Louisiana SELA","GRAM 81, SELA 70",FALSE,"/mens-college-basketball/game/_/gameId/401173215",20191113,"SELA","GRAM","GRAM","SELA",0,11,44.1,47.3,27.3,30,60,72.2,32,35,9,10,23,25,12,14,5,8,4,2,17,15,26,23,0,0,0,0,FALSE,FALSE,"814"
"Paul Quinn PQ","Nicholls NICH","NICH 81, PQ 66",FALSE,"/mens-college-basketball/game/_/gameId/401173040",20191113,"NICH","PQ","NICH","PQ",1,19,41.1,41.3,27.6,29.2,76.5,53.8,45,38,14,8,31,30,14,15,14,7,3,3,13,19,13,17,0,0,0,0,FALSE,FALSE,"721"
"Ball State BALL","UIC UIC","BALL 67, UIC 48",FALSE,"/mens-college-basketball/game/_/gameId/401172569",20191113,"UIC","BALL","BALL","UIC",0,24,31.5,39.7,21.1,25.9,71.4,50,39,45,10,16,29,29,12,17,3,5,3,8,13,5,11,16,0,0,0,0,FALSE,FALSE,"1,906"
"Monmouth MONM","Kansas State KSU","KSU 73, MONM 54",FALSE,"/mens-college-basketball/game/_/gameId/401169611",20191113,"KSU","MONM","KSU","MONM",1,61,46.4,39.6,21.1,33.3,70.8,83.3,33,30,10,8,23,22,17,11,17,6,0,2,13,25,13,19,0,0,0,0,FALSE,FALSE,"7,635"
"Eastern Washington EWU","Saint Louis SLU","SLU 82, EWU 60",FALSE,"/mens-college-basketball/game/_/gameId/401166424",20191113,"SLU","EWU","SLU","EWU",1,47,57.4,30.2,38.1,34.6,42.9,72.2,41,40,7,15,34,25,23,12,11,8,6,1,18,18,25,22,1,1,0,0,FALSE,FALSE,"5,023"
"Drexel DREX","Rutgers RUTG","RUTG 62, DREX 57",FALSE,"/mens-college-basketball/game/_/gameId/401166064",20191113,"RUTG","DREX","RUTG","DREX",1,75,37.3,32.3,23.5,33.3,80,75,42,36,10,13,32,23,8,10,7,7,8,5,13,12,13,21,0,0,0,0,FALSE,FALSE,"6,017"
"Omaha OMA","Colorado State CSU","CSU 80, OMA 65",FALSE,"/mens-college-basketball/game/_/gameId/401173657",20191113,"CSU","OMA","CSU","OMA",1,28,47.5,35.4,45.5,40.7,63.2,88.9,43,37,11,10,32,27,18,12,4,2,4,3,9,11,15,22,0,0,0,0,FALSE,FALSE,"2,280"
"Green Bay GB","New Mexico UNM","UNM 93, GB 78",FALSE,"/mens-college-basketball/game/_/gameId/401172510",20191113,"UNM","GB","UNM","GB",1,66,47.7,40,40.9,30.3,78.6,72.7,47,38,10,9,37,29,18,22,10,6,2,2,18,16,13,23,1,0,0,0,FALSE,FALSE,"10,137"
"CSU Fullerton CSUF","Wyoming WYO","CSUF 60, WYO 53",FALSE,"/mens-college-basketball/game/_/gameId/401171585",20191113,"WYO","CSUF","CSUF","WYO",0,26,38.9,38.9,28.6,37.5,62.5,56.3,37,36,8,9,29,27,7,13,0,8,4,4,15,11,16,18,0,0,0,0,FALSE,FALSE,"3,003"
"Oklahoma State OKST","Charleston COFC","OKST 73, COFC 54",FALSE,"/mens-college-basketball/game/_/gameId/401169612",20191113,"COFC","OKST","OKST","COFC",0,98,32.7,51.9,18.5,42.9,93.8,88.9,29,34,10,8,19,26,9,20,7,10,1,4,14,11,12,15,0,0,0,0,FALSE,FALSE,"5,005"
"Florida International FIU","NC State NCST","NCST 86, FIU 77",FALSE,"/mens-college-basketball/game/_/gameId/401168614",20191113,"NCST","FIU","NCST","FIU",1,71,44.9,51,26.1,43.5,64.3,75,38,31,18,6,20,25,11,12,8,8,4,7,12,22,17,23,0,0,0,0,FALSE,FALSE,"14,024"
"Southern Utah SUU","BYU BYU","BYU 68, SUU 63",FALSE,"/mens-college-basketball/game/_/gameId/401166425",20191113,"BYU","SUU","BYU","SUU",1,56,38.3,50,36.4,0,70,70,31,38,10,8,21,30,14,11,7,6,1,6,12,18,15,20,0,0,0,0,FALSE,FALSE,"10,661"
"Providence PROV","Northwestern NU","NU 72, PROV 63",FALSE,"/mens-college-basketball/game/_/gameId/401166063",20191113,"NU","PROV","NU","PROV",1,74,48.9,30.6,43.8,22.9,76,61.1,42,41,8,20,34,21,17,13,7,12,4,3,20,10,19,24,1,1,0,0,FALSE,FALSE,"5,204"
"Purdue PUR","Marquette MARQ","MARQ 65, PUR 55",FALSE,"/mens-college-basketball/game/_/gameId/401166062",20191113,"MARQ","PUR","MARQ","PUR",1,90,38.5,33.9,28,25,75,42.9,40,41,10,16,30,25,13,14,3,4,5,4,10,10,19,22,0,0,0,0,FALSE,FALSE,"15,659"
"Grand Canyon GCU","San Diego State SDSU","SDSU 86, GCU 61",FALSE,"/mens-college-basketball/game/_/gameId/401173656",20191113,"SDSU","GCU","SDSU","GCU",1,84,54.7,36.5,48.1,22.2,42.9,76,37,32,8,9,29,23,25,8,3,4,5,0,7,12,19,14,1,0,0,0,FALSE,FALSE,"10,440"
"Michigan State MSU","Seton Hall HALL","MSU 76, HALL 73",FALSE,"/mens-college-basketball/game/_/gameId/401166067",20191114,"HALL","MSU","MSU","HALL",0,75,43.3,41.5,39.3,44.4,66.7,58.8,37,40,9,14,28,26,14,16,9,11,6,3,17,14,15,14,0,0,0,0,TRUE,TRUE,"14,051"
"Towson TOW","Florida FLA","FLA 66, TOW 60",FALSE,"/mens-college-basketball/game/_/gameId/401169825",20191114,"FLA","TOW","FLA","TOW",1,79,41.8,43.8,31.8,31.6,65,75,30,32,9,5,21,27,13,10,3,5,1,3,8,13,13,20,0,0,0,0,FALSE,TRUE,"8,055"
"Long Beach State LBSU","Saint Mary's SMC","SMC 81, LBSU 63",FALSE,"/mens-college-basketball/game/_/gameId/401171610",20191114,"SMC","LBSU","SMC","LBSU",1,78,56.4,44.2,60,35.7,70,70.6,33,25,6,6,27,19,18,8,7,6,0,5,12,12,16,16,0,0,0,0,FALSE,TRUE,"2,715"
"San José State SJSU","Arizona ARIZ","ARIZ 87, SJSU 39",FALSE,"/mens-college-basketball/game/_/gameId/401170571",20191114,"ARIZ","SJSU","ARIZ","SJSU",1,87,48.4,23,44.4,11.1,67.9,50,50,37,13,13,37,24,24,5,6,4,4,1,8,18,16,22,0,0,0,0,FALSE,TRUE,"12,755"
"St. Francis (BKN) SFBK","Longwood LONG","LONG 86, SFBK 77",FALSE,"/mens-college-basketball/game/_/gameId/401171488",20191114,"LONG","SFBK","LONG","SFBK",1,66,47.5,50.9,40.9,38.1,77.8,57.9,33,33,13,12,20,21,9,11,5,4,1,4,10,17,21,21,0,0,0,0,FALSE,FALSE,"1,250"
"Penn State PSU","Georgetown GTWN","PSU 81, GTWN 66",FALSE,"/mens-college-basketball/game/_/gameId/401166066",20191114,"GTWN","PSU","PSU","GTWN",0,42,37.7,44.4,30.8,44.8,76.2,70.6,41,41,13,11,28,30,13,19,9,15,4,5,21,20,17,21,0,0,0,0,FALSE,FALSE,"8,691"
"Morehead State MORE","Presbyterian PRE","MORE 77, PRE 55",FALSE,"/mens-college-basketball/game/_/gameId/401175038",20191114,"PRE","MORE","MORE","PRE",0,22,39.3,51.7,25,35,55.6,55.6,25,41,7,12,18,29,9,14,4,9,3,4,12,10,17,11,0,0,0,0,FALSE,FALSE,"498"
"IU-Kokomo IKO","Evansville EVAN","EVAN 89, IKO 71",FALSE,"/mens-college-basketball/game/_/gameId/401173535",20191114,"EVAN","IKO","EVAN","IKO",1,53,51.6,38.4,39.1,31.8,73.7,72.7,45,38,11,13,34,25,13,12,3,5,4,6,10,6,8,20,0,0,0,0,FALSE,FALSE,"5,267"
"Michigan Dearborn MDB","Eastern Michigan EMU","EMU 72, MDB 59",FALSE,"/mens-college-basketball/game/_/gameId/401172571",20191114,"EMU","MDB","EMU","MDB",1,11,40,42,22.7,35.7,65.2,63.6,46,30,20,6,26,24,10,12,14,8,1,3,16,22,15,19,0,0,0,0,FALSE,FALSE,"997"
"Siena SIE","Harvard HARV","HARV 59, SIE 56",FALSE,"/mens-college-basketball/game/_/gameId/401172081",20191114,"HARV","SIE","HARV","SIE",1,78,40.4,40.7,34.6,18.2,80,50,36,36,10,11,26,25,8,10,8,7,10,2,20,17,12,13,0,0,0,0,FALSE,FALSE,"1,269"
"Winthrop WIN","East Tennessee State ETSU","ETSU 61, WIN 58",FALSE,"/mens-college-basketball/game/_/gameId/401171549",20191114,"ETSU","WIN","ETSU","WIN",1,63,42,46.3,33.3,29.4,52.2,33.3,30,35,10,12,20,23,13,12,7,6,6,2,11,18,13,19,0,0,0,0,FALSE,FALSE,"4,118"
"Southern Miss USM","North Florida UNF","UNF 66, USM 63",FALSE,"/mens-college-basketball/game/_/gameId/401170358",20191114,"UNF","USM","UNF","USM",1,35,40.7,44.3,36.7,30,50,85.7,32,42,6,9,26,33,13,15,8,9,2,2,13,16,11,13,0,0,0,0,FALSE,FALSE,"2,058"
"Alabama A&M AAMU","Cincinnati CIN","CIN 85, AAMU 53",FALSE,"/mens-college-basketball/game/_/gameId/401169974",20191114,"CIN","AAMU","CIN","AAMU",1,82,51.7,31.3,31.8,25,66.7,62.5,53,27,11,6,42,21,21,10,8,11,5,1,18,14,11,23,0,0,0,0,FALSE,FALSE,"9,830"
"Vanderbilt VAN","Richmond RICH","RICH 93, VAN 92 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/401169826",20191114,"RICH","VAN","RICH","VAN",1,78,45.7,50,32.1,42.9,87,68.8,33,41,9,10,24,31,16,15,11,7,1,5,11,19,15,21,0,0,0,0,FALSE,FALSE,"5,602"
"UL Monroe ULM","Mississippi State MSST","MSST 62, ULM 45",FALSE,"/mens-college-basketball/game/_/gameId/401169824",20191114,"MSST","ULM","MSST","ULM",1,53,40.8,35.3,25,31.3,63.3,33.3,41,32,13,11,28,21,11,9,7,4,4,2,14,17,18,23,0,0,0,0,FALSE,FALSE,"5,582"
"Southwest Baptist SWB","Little Rock UALR","UALR 77, SWB 59",FALSE,"/mens-college-basketball/game/_/gameId/401174709",20191114,"UALR","SWB","UALR","SWB",1,20,46.8,43.4,18.8,38.5,66.7,75,44,23,17,3,27,20,17,16,8,6,2,1,14,17,12,19,0,0,0,0,FALSE,FALSE,"1,093"
