"away_team","home_team","score","is_neutral","game_ids","date","Home_ABR","Away_ABR","Winner_ABR","Loser_ABR","Home_wins","Attendance","home_fg","away_fg","home_three","away_three","home_ft","away_ft","home_rebound","away_rebound","home_o_rebound","away_o_rebound","home_d_rebound","away_d_rebound","home_assists","away_assists","home_steals","away_steals","home_blocks","away_blocks","home_turnovers","away_turnovers","home_fouls","away_fouls","home_t_fouls","away_t_fouls","home_f_fouls","away_f_fouls","away_is_ranked","home_is_ranked","People"
"Tennessee Tech TNTC","Jacksonville State JVST","JVST 65, TNTC 48",FALSE,"/mens-college-basketball/game/_/gameId/401090131",20190119,"JVST","TNTC","JVST","TNTC",1,29,46.3,31.4,10,33.3,82.4,68.8,41,29,11,9,30,20,9,8,6,6,7,3,16,19,14,16,0,0,0,0,FALSE,FALSE,"1,019"
"Sam Houston SHSU","Houston Baptist HBU","SHSU 71, HBU 65",FALSE,"/mens-college-basketball/game/_/gameId/401089374",20190119,"HBU","SHSU","SHSU","HBU",0,95,36.1,42.1,25,25,69.6,79.2,49,32,19,7,30,25,11,15,6,13,2,5,22,14,24,22,1,1,0,0,FALSE,FALSE,"948"
"Purdue Fort Wayne PFW","Western Illinois WIU","WIU 87, PFW 58",FALSE,"/mens-college-basketball/game/_/gameId/401089047",20190119,"WIU","PFW","WIU","PFW",1,10,56.5,39,62.5,20,100,61.5,42,24,10,7,32,17,21,8,5,7,5,4,13,12,14,5,0,0,0,0,FALSE,FALSE,"496"
"Hawai'i HAW","UC Riverside UCR","UCR 75, HAW 71",FALSE,"/mens-college-basketball/game/_/gameId/401087256",20190119,"UCR","HAW","UCR","HAW",1,14,53.7,55.8,52,37.5,50,50,26,28,6,6,20,22,26,25,4,8,1,0,10,9,10,16,0,0,0,0,FALSE,FALSE,"453"
"Cal Poly CP","UC Davis UCD","UCD 75, CP 63",FALSE,"/mens-college-basketball/game/_/gameId/401085308",20190119,"UCD","CP","UCD","CP",1,35,49.1,42.6,38.9,32,66.7,64.3,36,29,8,6,28,23,16,11,8,2,2,3,11,13,15,22,0,1,0,0,FALSE,FALSE,"2,090"
"DePaul DEP","Seton Hall HALL","DEP 97, HALL 93",FALSE,"/mens-college-basketball/game/_/gameId/401083302",20190119,"HALL","DEP","DEP","HALL",0,48,54.2,52.5,54.2,54.5,66.7,90.6,19,42,6,16,13,26,17,14,6,5,6,5,11,15,23,17,0,0,0,0,FALSE,FALSE,"9,023"
"Grambling GRAM","Texas Southern TXSO","GRAM 88, TXSO 87 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/401088540",20190119,"TXSO","GRAM","GRAM","TXSO",0,34,38.5,40.6,31,38.9,62.1,70.7,47,52,15,14,32,38,20,14,11,6,1,6,12,19,28,21,0,0,0,0,FALSE,FALSE,"2,791"
"Penn State PSU","Minnesota MINN","MINN 65, PSU 64",FALSE,"/mens-college-basketball/game/_/gameId/401082505",20190119,"MINN","PSU","MINN","PSU",1,76,40,42.3,21.4,47.1,73.3,60,34,32,10,9,24,23,16,13,7,8,4,4,13,12,20,22,0,0,0,0,FALSE,FALSE,"11,042"
"Colorado State CSU","Utah State USU","USU 87, CSU 72",FALSE,"/mens-college-basketball/game/_/gameId/401089651",20190119,"USU","CSU","USU","CSU",1,73,54.2,45.1,48,41.7,78.6,61.5,39,24,11,6,28,18,23,13,6,7,3,2,13,12,20,15,0,0,0,0,FALSE,FALSE,"7,509"
"Northern Colorado UNCO","Weber State WEB","WEB 78, UNCO 64",FALSE,"/mens-college-basketball/game/_/gameId/401086905",20190119,"WEB","UNCO","WEB","UNCO",1,69,55.8,37,45,26.3,64.7,79.2,31,33,5,11,26,22,13,8,7,5,7,3,14,16,21,20,0,1,0,0,FALSE,FALSE,"7,891"
"Kansas City KC","Grand Canyon GCU","GCU 78, KC 50",FALSE,"/mens-college-basketball/game/_/gameId/401086177",20190119,"GCU","KC","GCU","KC",1,100,50,34.5,43.8,21.1,85.2,66.7,38,29,13,14,25,15,13,8,11,10,1,2,20,20,12,24,0,0,0,0,FALSE,FALSE,"7,215"
"New Mexico State NMSU","Utah Valley UVU","NMSU 83, UVU 78",FALSE,"/mens-college-basketball/game/_/gameId/401086176",20190119,"UVU","NMSU","NMSU","UVU",0,53,60.5,46.9,50,38.1,72,82.9,23,28,2,9,21,19,11,11,3,7,1,2,15,11,27,20,0,0,0,0,FALSE,FALSE,"4,521"
"San Diego USD","Saint Mary's SMC","SMC 76, USD 59",FALSE,"/mens-college-basketball/game/_/gameId/401083741",20190119,"SMC","USD","SMC","USD",1,97,43.5,44.4,33.3,18.8,81,61.5,40,29,12,4,28,25,10,9,9,2,1,4,7,11,17,17,0,0,0,0,FALSE,FALSE,"3,389"
"Oregon ORE","Arizona State ASU","ASU 78, ORE 64",FALSE,"/mens-college-basketball/game/_/gameId/401087046",20190119,"ASU","ORE","ASU","ORE",1,90,51,33.3,39.3,32.3,81,92.3,31,38,7,18,24,20,17,11,6,5,3,1,15,15,15,22,1,0,0,0,FALSE,FALSE,"12,751"
"CSU Fullerton CSUF","Long Beach State LBSU","CSUF 92, LBSU 90 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/401087241",20190119,"LBSU","CSUF","CSUF","LBSU",0,55,45.2,51.6,30.4,33.3,65.4,69.7,41,41,14,10,27,31,11,14,10,14,5,3,18,19,25,23,0,1,0,0,FALSE,FALSE,"2,312"
"Montana MONT","Idaho IDHO","MONT 69, IDHO 51",FALSE,"/mens-college-basketball/game/_/gameId/401086903",20190119,"IDHO","MONT","MONT","IDHO",0,24,35.8,42.2,33.3,33.3,85.7,57.1,32,43,7,15,25,28,8,11,3,3,5,1,11,6,14,15,0,0,0,0,FALSE,FALSE,"1,419"
"Chicago State CHIC","CSU Bakersfield CSUB","CSUB 86, CHIC 73",FALSE,"/mens-college-basketball/game/_/gameId/401086179",20190119,"CSUB","CHIC","CSUB","CHIC",1,73,45.1,47.8,37,37.5,66.7,85.2,34,33,13,4,21,29,12,14,7,1,2,2,7,14,20,19,1,1,0,0,FALSE,FALSE,"2,544"
"UT Rio Grande Valley RGV","Seattle U SEA","RGV 67, SEA 62",FALSE,"/mens-college-basketball/game/_/gameId/401086178",20190119,"SEA","RGV","RGV","SEA",0,100,38.5,48,20,40,80,56.5,33,31,9,5,24,26,10,11,6,8,4,2,14,11,20,23,0,0,0,0,FALSE,FALSE,"999"
"Santa Clara SCU","Pacific PAC","SCU 69, PAC 57",FALSE,"/mens-college-basketball/game/_/gameId/401083669",20190119,"PAC","SCU","SCU","PAC",0,31,41.8,54,21.1,42.1,100,87.5,26,28,9,5,17,23,9,12,2,5,2,2,8,6,11,12,0,0,0,0,FALSE,FALSE,"1,879"
"BYU BYU","San Francisco SF","SF 82, BYU 63",FALSE,"/mens-college-basketball/game/_/gameId/401083616",20190119,"SF","BYU","SF","BYU",1,100,63.6,44.2,47.4,37.5,60,68.8,34,20,7,5,27,15,14,8,5,5,5,3,15,11,18,12,0,0,0,0,FALSE,FALSE,"3,005"
"Florida State FSU","Boston College BC","BC 87, FSU 82",FALSE,"/mens-college-basketball/game/_/gameId/401082628",20190120,"BC","FSU","BC","FSU",1,64,49.1,41.8,61.9,32,71.4,75,39,38,12,16,27,22,16,12,6,4,4,4,15,9,20,25,0,0,0,0,TRUE,FALSE,"5,533"
"Providence PROV","Marquette MARQ","MARQ 79, PROV 68",FALSE,"/mens-college-basketball/game/_/gameId/401083258",20190120,"MARQ","PROV","MARQ","PROV",1,100,42.6,41.3,45.5,21.1,92,52.2,31,43,3,15,28,28,16,19,5,6,6,2,6,10,18,24,1,0,0,0,FALSE,TRUE,"17,524"
"Illinois ILL","Iowa IOWA","IOWA 95, ILL 71",FALSE,"/mens-college-basketball/game/_/gameId/401082348",20190120,"IOWA","ILL","IOWA","ILL",1,91,68,39.1,71.4,34.4,75,66.7,29,30,3,17,26,13,29,15,3,9,5,3,15,12,11,18,0,0,0,0,FALSE,TRUE,"13,589"
"Iona IONA","Monmouth MONM","MONM 83, IONA 81",FALSE,"/mens-college-basketball/game/_/gameId/401085937",20190120,"MONM","IONA","MONM","IONA",1,42,43.3,41.1,27.8,33.3,66.7,82.8,39,30,15,7,24,23,17,16,5,7,4,1,11,13,24,27,1,2,0,0,FALSE,FALSE,"1,739"
"Missouri State MOST","Drake DRKE","DRKE 74, MOST 63",FALSE,"/mens-college-basketball/game/_/gameId/401089282",20190120,"DRKE","MOST","DRKE","MOST",1,44,46.7,46.2,45.8,26.7,87.5,55,33,32,8,9,25,23,16,5,10,10,4,6,17,17,18,16,1,1,0,0,FALSE,FALSE,"3,124"
"Bradley BRAD","Southern Illinois SIU","BRAD 57, SIU 54",FALSE,"/mens-college-basketball/game/_/gameId/401089281",20190120,"SIU","BRAD","BRAD","SIU",0,48,39.2,35.2,27.8,35,64.3,70.6,31,40,7,13,24,27,12,8,4,5,5,3,9,10,14,15,0,0,0,0,FALSE,FALSE,"4,327"
"Duquesne DUQ","George Washington GW","DUQ 91, GW 85 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/401085633",20190120,"GW","DUQ","DUQ","GW",0,60,42.7,47.8,25.9,34.8,70,82.6,39,44,15,14,24,30,17,22,8,5,5,9,10,15,20,20,0,1,0,0,FALSE,FALSE,"2,608"
"Oral Roberts ORU","Denver DEN","DEN 74, ORU 58",FALSE,"/mens-college-basketball/game/_/gameId/401089024",20190120,"DEN","ORU","DEN","ORU",1,NA,53.5,34.5,42.1,45.8,83.3,70,33,27,6,11,27,16,13,13,8,5,3,1,15,13,15,20,0,0,0,0,FALSE,FALSE,""
"Colorado COLO","Utah UTAH","UTAH 78, COLO 69",FALSE,"/mens-college-basketball/game/_/gameId/401087088",20190120,"UTAH","COLO","UTAH","COLO",1,69,45.5,40.6,40.9,35.3,65.5,68.8,38,37,9,12,29,25,16,10,9,4,5,1,11,11,22,23,0,0,0,0,FALSE,FALSE,"10,372"
"South Dakota SDAK","Omaha OMA","OMA 75, SDAK 68",FALSE,"/mens-college-basketball/game/_/gameId/401089369",20190120,"OMA","SDAK","OMA","SDAK",1,28,50.9,46.3,47.4,45.8,83.3,77.8,34,22,10,7,24,15,13,11,5,4,6,0,13,13,12,15,0,0,0,0,FALSE,FALSE,"2,132"
"Maryland MD","Michigan State MSU","MSU 69, MD 55",FALSE,"/mens-college-basketball/game/_/gameId/401082436",20190121,"MSU","MD","MSU","MD",1,100,45.9,34.4,23.1,34.6,63.6,57.1,40,38,13,14,27,24,21,17,9,2,9,4,9,12,12,14,0,0,0,0,TRUE,TRUE,"14,797"
"Iowa State ISU","Kansas KU","KU 80, ISU 76",FALSE,"/mens-college-basketball/game/_/gameId/401083415",20190121,"KU","ISU","KU","ISU",1,100,51.6,43.5,42.9,40,61.5,58.8,38,36,11,13,27,23,10,12,7,7,3,3,11,14,17,18,0,0,0,0,TRUE,TRUE,"16,300"
"Virginia Tech VT","North Carolina UNC","UNC 103, VT 82",FALSE,"/mens-college-basketball/game/_/gameId/401082752",20190121,"UNC","VT","UNC","VT",1,97,53.7,44.3,47.1,46.4,88.2,93.8,35,32,10,10,25,22,25,21,9,8,2,1,13,16,13,18,0,0,0,0,TRUE,TRUE,"21,148"
"Harvard HARV","Howard HOW","HARV 84, HOW 71",FALSE,"/mens-college-basketball/game/_/gameId/401088200",20190121,"HOW","HARV","HARV","HOW",0,93,39.7,47.2,32,42.9,59.1,91.7,33,40,13,9,20,31,18,20,6,5,3,5,9,14,20,20,0,0,0,0,FALSE,FALSE,"2,523"
"Mount St. Mary's MSM","Fairleigh Dickinson FDU","FDU 87, MSM 69",FALSE,"/mens-college-basketball/game/_/gameId/401088452",20190121,"FDU","MSM","FDU","MSM",1,24,51.7,48.1,46.2,35,86.7,63.2,32,27,11,9,21,18,21,12,8,1,1,5,7,13,17,15,0,0,0,0,FALSE,FALSE,"443"
"UNC Asheville UNCA","Winthrop WIN","WIN 66, UNCA 45",FALSE,"/mens-college-basketball/game/_/gameId/401088304",20190121,"WIN","UNCA","WIN","UNCA",1,27,41.5,31.5,32.5,16.7,60,63.6,41,34,14,12,27,22,15,9,4,5,1,3,9,9,15,19,0,0,0,0,FALSE,FALSE,"1,674"
"St. Francis (BKN) SFBK","Long Island University LIU","SFBK 79, LIU 70",FALSE,"/mens-college-basketball/game/_/gameId/401087796",20190121,"LIU","SFBK","SFBK","LIU",0,30,36.2,44.6,15.8,42.3,80.6,64.3,42,36,16,12,26,24,10,9,4,6,4,1,14,10,23,26,1,0,0,0,FALSE,FALSE,"758"
"Wagner WAG","Sacred Heart SHU","SHU 62, WAG 38",FALSE,"/mens-college-basketball/game/_/gameId/401087526",20190121,"SHU","WAG","SHU","WAG",1,34,44.7,18,41.7,20,78.9,64.7,47,31,9,13,38,18,12,5,5,6,10,4,19,12,17,21,0,0,0,0,FALSE,FALSE,"707"
"Robert Morris RMU","Central Connecticut CCSU","RMU 70, CCSU 59",FALSE,"/mens-college-basketball/game/_/gameId/401087483",20190121,"CCSU","RMU","RMU","CCSU",0,37,42.6,44,33.3,36.4,65,64.3,34,30,7,6,27,24,12,13,4,10,0,2,18,10,25,19,0,0,0,0,FALSE,FALSE,"985"
"Delaware State DSU","Florida A&M FAMU","FAMU 60, DSU 47",FALSE,"/mens-college-basketball/game/_/gameId/401090343",20190121,"FAMU","DSU","FAMU","DSU",1,17,42,28.8,36.8,25,55,53.8,39,41,6,11,33,30,8,8,3,10,8,1,14,11,12,16,0,0,0,0,FALSE,FALSE,"1,648"
"Morgan State MORG","North Carolina Central NCCU","NCCU 92, MORG 64",FALSE,"/mens-college-basketball/game/_/gameId/401090284",20190121,"NCCU","MORG","NCCU","MORG",1,33,53,40.6,52.2,16.7,66.7,62.5,45,31,10,7,35,24,24,12,5,3,3,4,14,11,17,15,0,0,0,0,FALSE,FALSE,"1,171"
"Maryland-Eastern Shore UMES","Bethune-Cookman BCU","BCU 89, UMES 68",FALSE,"/mens-college-basketball/game/_/gameId/401089964",20190121,"BCU","UMES","BCU","UMES",1,61,59.3,47.2,52.9,31.3,55.2,56.5,31,33,9,11,22,22,23,20,9,6,4,3,9,14,19,25,0,0,0,0,FALSE,FALSE,"614"
"Presbyterian PRE","South Carolina Upstate SCUP","PRE 68, SCUP 59",FALSE,"/mens-college-basketball/game/_/gameId/401088303",20190121,"SCUP","PRE","PRE","SCUP",0,77,35.7,45.5,39.1,47.8,55.6,65.4,39,30,13,5,26,25,14,13,3,5,2,1,12,11,21,13,0,0,0,0,FALSE,FALSE,"644"
"Old Dominion ODU","Charlotte CLT","ODU 76, CLT 70",FALSE,"/mens-college-basketball/game/_/gameId/401087326",20190121,"CLT","ODU","ODU","CLT",0,45,40.4,42.6,40.7,35,70,87.9,30,30,7,6,23,24,11,12,5,10,2,5,15,9,23,19,0,1,0,0,FALSE,FALSE,"4,053"
"St. Francis (PA) SFPA","Bryant BRY","BRY 76, SFPA 67",FALSE,"/mens-college-basketball/game/_/gameId/401088436",20190121,"BRY","SFPA","BRY","SFPA",1,17,53.2,43.9,45.5,29.2,80,66.7,31,30,5,10,26,20,14,12,4,7,1,2,14,14,16,21,0,0,0,0,FALSE,FALSE,"443"
"Grambling GRAM","Prairie View A&M PV","PV 83, GRAM 66",FALSE,"/mens-college-basketball/game/_/gameId/401088593",20190121,"PV","GRAM","PV","GRAM",1,32,44.8,56.4,31.6,23.1,64.1,63.3,32,29,14,4,18,25,16,12,10,5,2,5,11,26,24,29,0,0,0,0,FALSE,FALSE,"1,135"
"Jackson State JKST","Texas Southern TXSO","TXSO 75, JKST 65",FALSE,"/mens-college-basketball/game/_/gameId/401088541",20190121,"TXSO","JKST","TXSO","JKST",1,27,52.1,43.6,52.9,34.6,72.7,72.7,37,24,9,5,28,19,16,11,9,10,0,3,18,13,11,19,0,0,0,0,FALSE,FALSE,"2,227"
"Radford RAD","Longwood LONG","RAD 72, LONG 59",FALSE,"/mens-college-basketball/game/_/gameId/401088302",20190121,"LONG","RAD","RAD","LONG",0,86,40.4,48.3,30.4,33.3,93.3,75,31,30,7,9,24,21,9,8,4,4,5,4,17,11,17,17,0,0,0,0,FALSE,FALSE,"1,642"
"NJIT NJIT","North Florida UNF","NJIT 76, UNF 72",FALSE,"/mens-college-basketball/game/_/gameId/401086757",20190121,"UNF","NJIT","NJIT","UNF",0,24,40.9,41.7,33.3,38.1,60,75,38,45,13,13,25,32,11,15,6,7,3,0,12,12,23,14,0,0,0,0,FALSE,FALSE,"1,401"
"North Alabama UNA","Liberty LIB","LIB 72, UNA 47",FALSE,"/mens-college-basketball/game/_/gameId/401086718",20190121,"LIB","UNA","LIB","UNA",1,28,51.1,32.1,27.3,14.3,83.3,61.5,38,25,4,6,34,19,13,6,6,8,3,1,13,11,15,20,0,0,0,0,FALSE,FALSE,"2,716"
"Stetson STET","Florida Gulf Coast FGCU","FGCU 87, STET 65",FALSE,"/mens-college-basketball/game/_/gameId/401086665",20190121,"FGCU","STET","FGCU","STET",1,72,50,37.1,35.7,30.8,75,78.6,35,37,7,11,28,26,22,14,11,4,4,1,7,18,13,15,0,0,0,0,FALSE,FALSE,"3,321"
"Marist MRST","Manhattan MAN","MRST 62, MAN 46",FALSE,"/mens-college-basketball/game/_/gameId/401085963",20190121,"MAN","MRST","MRST","MAN",0,38,34.1,42.9,25,35.3,59.1,71.4,27,34,7,7,20,27,8,10,5,5,2,5,15,13,26,20,1,1,0,0,FALSE,FALSE,"894"
"Coppin State COPP","North Carolina A&T NCAT","NCAT 80, COPP 71",FALSE,"/mens-college-basketball/game/_/gameId/401089982",20190121,"NCAT","COPP","NCAT","COPP",1,48,54.5,45.6,35.3,37.9,56,61.5,33,30,5,6,28,24,17,10,6,6,3,2,11,16,13,19,0,3,0,0,FALSE,FALSE,"2,399"
"Kennesaw State KENN","Lipscomb LIP","LIP 86, KENN 57",FALSE,"/mens-college-basketball/game/_/gameId/401086739",20190121,"LIP","KENN","LIP","KENN",1,23,47.5,36.4,36.4,16.7,74.1,68.2,42,31,8,4,34,27,18,10,8,5,3,4,12,14,16,23,0,0,0,0,FALSE,FALSE,"1,134"
"Norfolk State NORF","South Carolina State SCST","NORF 74, SCST 69",FALSE,"/mens-college-basketball/game/_/gameId/401090328",20190121,"SCST","NORF","NORF","SCST",0,15,39.7,42.6,42.9,40.9,63.6,73.1,39,34,17,11,22,23,11,8,1,5,3,5,13,13,20,23,0,0,0,0,FALSE,FALSE,"495"
"Nebraska NEB","Rutgers RUTG","RUTG 76, NEB 69",FALSE,"/mens-college-basketball/game/_/gameId/401082523",20190121,"RUTG","NEB","RUTG","NEB",1,63,44.3,41.7,38.5,40.9,65.4,55.6,44,34,14,9,30,25,10,12,8,11,5,4,15,12,19,24,1,1,0,0,FALSE,FALSE,"5,022"
"Arkansas-Pine Bluff UAPB","Alcorn State ALCN","ALCN 74, UAPB 69",FALSE,"/mens-college-basketball/game/_/gameId/401088936",20190121,"ALCN","UAPB","ALCN","UAPB",1,8,44.2,40,40,45,66.7,66.7,35,34,13,13,22,21,20,17,7,6,3,1,14,12,22,25,0,1,0,0,FALSE,FALSE,"546"
"Creighton CREI","Georgetown GTWN","CREI 91, GTWN 87",FALSE,"/mens-college-basketball/game/_/gameId/401083232",20190121,"GTWN","CREI","CREI","GTWN",0,25,49.2,47.6,44.4,44.8,68.8,75,38,35,8,6,30,29,23,17,4,7,3,3,9,7,16,17,0,0,0,0,FALSE,FALSE,"5,230"
"Mississippi Valley State MVSU","Southern SOU","SOU 80, MVSU 56",FALSE,"/mens-college-basketball/game/_/gameId/401088575",20190121,"SOU","MVSU","SOU","MVSU",1,12,54.5,38.5,43.8,30.4,68.4,45,44,23,11,6,33,17,19,13,3,7,4,2,14,13,20,18,0,0,0,0,FALSE,FALSE,"930"
"Marshall MRSH","Western Kentucky WKU","WKU 68, MRSH 59",FALSE,"/mens-college-basketball/game/_/gameId/401088188",20190121,"WKU","MRSH","WKU","MRSH",1,85,41.8,35.5,22.2,25,81.8,70,47,28,11,6,36,22,8,9,6,11,5,3,21,16,11,14,0,1,0,0,FALSE,FALSE,"6,369"
"Northern Colorado UNCO","Idaho State IDST","UNCO 77, IDST 53",FALSE,"/mens-college-basketball/game/_/gameId/401086907",20190121,"IDST","UNCO","UNCO","IDST",0,54,41.8,44.8,11.8,48.1,55.6,80,31,35,9,9,22,26,2,14,2,5,6,1,11,5,13,15,0,0,0,0,FALSE,FALSE,"1,655"
"Baylor BAY","West Virginia WVU","BAY 85, WVU 73",FALSE,"/mens-college-basketball/game/_/gameId/401083389",20190121,"WVU","BAY","BAY","WVU",0,71,38.7,50,23.5,29.6,61.8,61.3,35,45,16,16,19,29,11,17,11,7,4,0,13,18,26,26,0,1,0,0,FALSE,FALSE,"9,936"
"Duke DUKE","Pittsburgh PITT","DUKE 79, PITT 64",FALSE,"/mens-college-basketball/game/_/gameId/401082682",20190122,"PITT","DUKE","DUKE","PITT",0,100,41.5,43.1,20,30.4,85,80,34,39,11,16,23,23,6,15,5,9,3,7,14,13,18,17,1,0,0,0,TRUE,FALSE,"12,881"
"Wake Forest WAKE","Virginia UVA","UVA 68, WAKE 45",FALSE,"/mens-college-basketball/game/_/gameId/401082732",20190122,"UVA","WAKE","UVA","WAKE",1,98,38.6,30.9,33.3,25,81,71.4,41,37,12,10,29,27,14,10,6,5,6,3,7,11,15,18,0,1,0,0,FALSE,TRUE,"14,273"
"Minnesota MINN","Michigan MICH","MICH 59, MINN 57",FALSE,"/mens-college-basketball/game/_/gameId/401082461",20190122,"MICH","MINN","MICH","MINN",1,100,33.9,40.4,13.6,33.3,63.6,71.4,33,43,12,13,21,30,7,8,9,2,4,4,6,16,13,17,0,0,0,0,FALSE,TRUE,"12,707"
"Mississippi State MSST","Kentucky UK","UK 76, MSST 55",FALSE,"/mens-college-basketball/game/_/gameId/401083076",20190122,"UK","MSST","UK","MSST",1,100,44.1,31.1,50,15,72.7,77.8,43,36,15,15,28,21,14,5,8,8,8,6,16,15,17,18,0,0,0,0,TRUE,TRUE,"21,449"
"Texas Tech TTU","Kansas State KSU","KSU 58, TTU 45",FALSE,"/mens-college-basketball/game/_/gameId/401083439",20190122,"KSU","TTU","KSU","TTU",1,89,46.3,32.7,29.4,21.7,68.2,72.7,33,25,6,7,27,18,7,7,8,10,0,2,17,13,16,19,0,0,0,0,TRUE,FALSE,"11,134"
"Buffalo BUFF","Northern Illinois NIU","NIU 77, BUFF 75",FALSE,"/mens-college-basketball/game/_/gameId/401087385",20190122,"NIU","BUFF","NIU","BUFF",1,14,50,36.7,30.8,30,79.2,71,40,37,3,9,37,28,8,11,7,4,1,3,18,17,27,23,0,0,0,0,TRUE,FALSE,"1,284"
"Auburn AUB","South Carolina SC","SC 80, AUB 77",FALSE,"/mens-college-basketball/game/_/gameId/401083033",20190122,"SC","AUB","SC","AUB",1,77,46.9,41,33.3,28,63.6,76.9,40,34,14,11,26,23,16,9,4,7,8,4,11,12,21,22,0,0,0,0,TRUE,FALSE,"13,857"
"Villanova VILL","Butler BUT","VILL 80, BUT 72",FALSE,"/mens-college-basketball/game/_/gameId/401083207",20190122,"BUT","VILL","VILL","BUT",0,98,48.3,49.1,37.9,46.2,60,88.9,28,30,9,9,19,21,13,12,2,3,1,3,9,8,15,12,0,0,0,0,TRUE,FALSE,"8,962"
"Ole Miss MISS","Alabama ALA","ALA 74, MISS 53",FALSE,"/mens-college-basketball/game/_/gameId/401082962",20190122,"ALA","MISS","ALA","MISS",1,70,38.5,40,31.8,30,77.3,50,44,32,20,10,24,22,8,6,9,1,9,4,9,16,16,20,0,1,0,0,TRUE,FALSE,"10,710"
"Bowling Green BGSU","Eastern Michigan EMU","BGSU 80, EMU 67",FALSE,"/mens-college-basketball/game/_/gameId/401088405",20190122,"EMU","BGSU","BGSU","EMU",0,17,42.3,48.3,33.3,47.4,69.6,72.2,33,37,10,12,23,25,9,20,1,6,3,2,9,7,17,21,1,1,0,0,FALSE,FALSE,"1,509"
"Toledo TOL","Kent State KENT","KENT 87, TOL 85 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/401087426",20190122,"KENT","TOL","KENT","TOL",1,35,45.6,52.2,38.2,42.9,75,75,35,38,13,12,22,26,16,22,10,5,5,4,10,16,13,14,0,0,0,0,FALSE,FALSE,"2,205"
"Western Michigan WMU","Ohio OHIO","OHIO 81, WMU 76",FALSE,"/mens-college-basketball/game/_/gameId/401087405",20190122,"OHIO","WMU","OHIO","WMU",1,46,50.9,45,43.5,47.4,68.2,86.7,31,34,8,11,23,23,22,13,8,5,5,2,12,14,16,20,0,2,0,0,FALSE,FALSE,"6,029"
"Miami (OH) M-OH","Ball State BALL","M-OH 71, BALL 65",FALSE,"/mens-college-basketball/game/_/gameId/401086248",20190122,"BALL","M-OH","M-OH","BALL",0,33,40.7,51.1,9.1,37.5,80,73.7,36,27,15,5,21,22,7,11,9,7,5,3,13,17,18,21,0,0,0,0,FALSE,FALSE,"3,742"
"Central Michigan CMU","Akron AKR","AKR 70, CMU 67",FALSE,"/mens-college-basketball/game/_/gameId/401084008",20190122,"AKR","CMU","AKR","CMU",1,41,36.9,38.7,18.5,40.9,73.9,52.6,46,42,14,12,32,30,12,12,5,3,5,0,13,11,17,19,0,0,0,0,FALSE,FALSE,"2,254"
"Notre Dame ND","Georgia Tech GT","GT 63, ND 61",FALSE,"/mens-college-basketball/game/_/gameId/401082833",20190122,"GT","ND","GT","ND",1,68,46.2,32.3,26.3,23.3,66.7,80,34,40,9,20,25,20,11,15,8,9,2,4,14,13,15,13,0,0,0,0,FALSE,FALSE,"5,861"
"Clemson CLEM","Florida State FSU","FSU 77, CLEM 68",FALSE,"/mens-college-basketball/game/_/gameId/401082656",20190122,"FSU","CLEM","FSU","CLEM",1,74,45.5,44.8,45.5,29.4,81,78.6,31,33,6,7,25,26,14,13,1,1,1,1,8,11,15,17,0,0,0,0,FALSE,FALSE,"8,502"
"Saint Peter's SPU","Niagara NIAG","SPU 74, NIAG 72",FALSE,"/mens-college-basketball/game/_/gameId/401086006",20190122,"NIAG","SPU","SPU","NIAG",0,43,45.7,52.9,57.1,53.8,78.3,76.5,21,34,3,9,18,25,13,10,6,5,3,5,12,13,13,17,0,0,0,0,FALSE,FALSE,"1,039"
"Wichita State WICH","South Florida USF","USF 54, WICH 41",FALSE,"/mens-college-basketball/game/_/gameId/401084774",20190122,"USF","WICH","USF","WICH",1,30,30,28.3,31.6,11.1,75,40.9,41,43,13,16,28,27,8,9,6,3,5,3,18,20,23,25,0,0,0,0,FALSE,FALSE,"3,153"
"Texas A&M TA&M","Florida FLA","FLA 81, TA&M 72",FALSE,"/mens-college-basketball/game/_/gameId/401083161",20190122,"FLA","TA&M","FLA","TA&M",1,89,46.8,47.5,48.6,40.9,100,70,35,31,13,12,22,19,16,14,8,7,6,4,17,16,10,12,0,0,0,0,FALSE,FALSE,"9,063"
"Boise State BSU","Air Force AFA","AFA 74, BSU 60",FALSE,"/mens-college-basketball/game/_/gameId/401089569",20190122,"AFA","BSU","AFA","BSU",1,31,54.2,36.4,31.3,20,81,65.2,41,22,8,6,33,16,14,4,1,7,4,4,17,6,18,19,0,0,0,0,FALSE,FALSE,"1,790"
"Indiana IU","Northwestern NU","NU 73, IU 66",FALSE,"/mens-college-basketball/game/_/gameId/401082379",20190122,"NU","IU","NU","IU",1,100,39.6,38.3,41.7,19,72.4,76.2,29,44,5,14,24,30,17,15,4,1,8,4,5,13,18,22,0,0,0,0,FALSE,FALSE,"7,039"
"New Mexico UNM","UNLV UNLV","UNLV 74, UNM 58",FALSE,"/mens-college-basketball/game/_/gameId/401090004",20190122,"UNLV","UNM","UNLV","UNM",1,47,43.9,35.5,56,26.1,43.5,53.3,41,42,12,15,29,27,16,6,4,7,4,4,11,14,15,20,0,1,0,0,FALSE,FALSE,"8,432"
