"away_team","home_team","score","is_neutral","game_ids","date","Home_ABR","Away_ABR","Winner_ABR","Loser_ABR","Home_wins","Attendance","home_fg","away_fg","home_three","away_three","home_ft","away_ft","home_rebound","away_rebound","home_o_rebound","away_o_rebound","home_d_rebound","away_d_rebound","home_assists","away_assists","home_steals","away_steals","home_blocks","away_blocks","home_turnovers","away_turnovers","home_fouls","away_fouls","home_t_fouls","away_t_fouls","home_f_fouls","away_f_fouls","away_is_ranked","home_is_ranked","People"
"North Carolina Central NCCU","Iowa IOWA","IOWA 97, NCCU 67",FALSE,"/mens-college-basketball/game/_/gameId/401263443",20201125,"IOWA","NCCU","IOWA","NCCU",1,4,48.5,42.1,33.3,31.6,79.3,76.5,44,28,20,11,24,17,20,13,9,4,7,2,9,15,16,24,0,0,0,0,FALSE,TRUE,"535"
"Eastern Illinois EIU","Wisconsin WISC","WISC 77, EIU 67",FALSE,"/mens-college-basketball/game/_/gameId/401259032",20201125,"WISC","EIU","WISC","EIU",1,NA,42.1,34.8,30.4,31.6,75.9,100,37,40,8,13,29,27,16,8,6,4,10,4,7,11,15,20,0,0,0,0,FALSE,TRUE,""
"North Carolina A&T NCAT","Illinois ILL","ILL 122, NCAT 60",FALSE,"/mens-college-basketball/game/_/gameId/401262371",20201125,"ILL","NCAT","ILL","NCAT",1,1,58.7,34.4,54.8,26.3,70.8,52.4,62,18,20,5,42,13,31,10,5,9,4,0,15,12,18,21,0,0,0,0,FALSE,TRUE,"132"
"Morehead State MORE","Kentucky UK","UK 81, MORE 45",FALSE,"/mens-college-basketball/game/_/gameId/401258857",20201125,"UK","MORE","UK","MORE",1,15,55.9,34,37.5,14.3,64.3,50,37,25,11,11,26,14,18,7,8,5,6,1,15,20,18,18,0,0,0,0,FALSE,TRUE,"3,075"
"Eastern Michigan EMU","Michigan State MSU","MSU 83, EMU 67",FALSE,"/mens-college-basketball/game/_/gameId/401263445",20201125,"MSU","EMU","MSU","EMU",1,NA,54.5,40.6,42.9,19,68.8,68.8,37,29,8,10,29,19,27,14,2,8,5,3,18,9,15,20,0,0,0,0,FALSE,TRUE,""
"Northwestern State NWST","Texas Tech TTU","TTU 101, NWST 58",FALSE,"/mens-college-basketball/game/_/gameId/401259558",20201125,"TTU","NWST","TTU","NWST",1,22,54.3,34.4,40,21.7,65.4,55,51,32,14,8,37,24,22,8,13,2,2,1,10,19,14,21,0,0,0,0,FALSE,TRUE,"3,345"
"Charleston COFC","North Carolina UNC","UNC 79, COFC 60",FALSE,"/mens-college-basketball/game/_/gameId/401252794",20201125,"UNC","COFC","UNC","COFC",1,NA,39.4,40,22.2,34.8,79.2,40,49,34,17,8,32,26,12,13,10,5,9,3,9,15,16,20,0,0,0,0,FALSE,TRUE,""
"Lamar LAM","Houston HOU","HOU 89, LAM 45",FALSE,"/mens-college-basketball/game/_/gameId/401257055",20201125,"HOU","LAM","HOU","LAM",1,26,41.7,30,39.4,7.7,76.2,63.6,49,34,19,10,30,24,16,8,11,3,8,0,9,22,18,19,0,0,0,0,FALSE,TRUE,"1,859"
"UT Rio Grande Valley RGV","Texas TEX","TEX 91, RGV 55",FALSE,"/mens-college-basketball/game/_/gameId/401254076",20201125,"TEX","RGV","TEX","RGV",1,15,57.4,26.1,41.2,19,64.7,57.7,54,36,10,15,44,21,16,4,5,9,4,1,18,10,24,27,0,0,0,0,FALSE,TRUE,"2,451"
"UCLA UCLA","San Diego State SDSU","SDSU 73, UCLA 58",FALSE,"/mens-college-basketball/game/_/gameId/401262106",20201125,"SDSU","UCLA","SDSU","UCLA",1,NA,46.6,39.5,39.1,33.3,83.3,70.8,34,28,12,7,22,21,16,10,5,1,2,2,10,15,21,18,0,0,0,0,TRUE,FALSE,""
"Illinois State ILST","Ohio State OSU","OSU 94, ILST 67",FALSE,"/mens-college-basketball/game/_/gameId/401263457",20201125,"OSU","ILST","OSU","ILST",1,NA,48.4,38.6,33.3,45,72.2,73.7,43,33,14,8,29,25,17,12,8,2,3,5,10,16,16,26,0,2,0,0,FALSE,TRUE,""
"Sacred Heart SHU","Rutgers RUTG","RUTG 86, SHU 63",FALSE,"/mens-college-basketball/game/_/gameId/401259563",20201125,"RUTG","SHU","RUTG","SHU",1,NA,60.6,37.3,12.5,36,33.3,44.4,46,31,12,11,34,20,23,15,10,6,4,3,9,14,13,13,0,0,0,0,FALSE,TRUE,""
"Bowling Green BGSU","Michigan MICH","MICH 96, BGSU 82",FALSE,"/mens-college-basketball/game/_/gameId/401262142",20201125,"MICH","BGSU","MICH","BGSU",1,NA,54.1,37.1,37,41.4,76.9,81.8,44,34,10,12,34,22,23,12,3,3,3,0,10,6,16,24,0,0,0,0,FALSE,TRUE,""
"Florida College FLCO","South Florida USF","USF 94, FLCO 84",FALSE,"/mens-college-basketball/game/_/gameId/401264119",20201125,"USF","FLCO","USF","FLCO",1,NA,52.2,47.8,37.5,33.3,75,90,41,29,13,7,28,22,17,20,6,4,2,0,10,11,12,15,0,0,0,0,FALSE,FALSE,""
"Limestone LIM","James Madison JMU","JMU 89, LIM 55",FALSE,"/mens-college-basketball/game/_/gameId/401264600",20201125,"JMU","LIM","JMU","LIM",1,NA,48.6,38.5,31.3,29,66.7,66.7,41,35,16,9,25,26,19,10,21,5,1,5,15,32,16,18,0,0,0,0,FALSE,FALSE,""
"McNeese MCN","Nebraska NEB","NEB 102, MCN 55",FALSE,"/mens-college-basketball/game/_/gameId/401262254",20201125,"NEB","MCN","NEB","MCN",1,NA,50,38.2,41.7,31.8,69,42.9,45,35,17,12,28,23,19,10,16,3,4,5,10,27,15,26,0,0,0,0,FALSE,FALSE,""
"George Washington GW","Navy NAVY","NAVY 78, GW 71",FALSE,"/mens-college-basketball/game/_/gameId/401259772",20201125,"NAVY","GW","NAVY","GW",1,2,47.7,47.1,41.7,32.1,66.7,60.9,34,34,10,8,24,26,26,14,6,3,2,4,9,16,14,13,0,0,0,0,FALSE,FALSE,"87"
"Radford RAD","Virginia Tech VT","VT 77, RAD 62",FALSE,"/mens-college-basketball/game/_/gameId/401259540",20201125,"VT","RAD","VT","RAD",1,3,48.3,39.6,42.3,35.3,72.7,66.7,30,33,8,10,22,23,18,10,4,6,4,1,10,15,18,11,0,0,0,0,FALSE,FALSE,"250"
"Mount St. Mary's MSM","Morgan State MORG","MSM 62, MORG 55",FALSE,"/mens-college-basketball/game/_/gameId/401257607",20201125,"MORG","MSM","MSM","MORG",0,1,40.4,39.6,16.7,18.2,76.9,69.6,32,38,6,11,26,27,12,10,3,5,3,1,16,14,22,15,0,0,0,0,FALSE,FALSE,"50"
"Oakland OAK","Xavier XAV","XAV 101, OAK 49",FALSE,"/mens-college-basketball/game/_/gameId/401257482",20201125,"XAV","OAK","XAV","OAK",1,3,60.6,23.2,39.4,22.6,50,76.9,45,38,6,15,39,23,34,8,9,9,9,0,10,16,11,7,0,0,0,0,FALSE,FALSE,"300"
"Keene State KST","New Hampshire UNH","UNH 93, KST 54",FALSE,"/mens-college-basketball/game/_/gameId/401264409",20201125,"UNH","KST","UNH","KST",1,NA,49.3,34.5,31.8,40,85.7,66.7,50,30,16,7,34,23,16,7,12,3,5,3,10,19,14,16,0,0,0,0,FALSE,FALSE,""
"Florida National FLN","Georgia Southern GASO","GASO 97, FLN 65",FALSE,"/mens-college-basketball/game/_/gameId/401262869",20201125,"GASO","FLN","GASO","FLN",1,5,53.2,37.7,30,30.3,34.6,75,59,28,26,7,33,21,19,13,9,9,2,1,12,17,16,24,0,0,0,0,FALSE,FALSE,"202"
"North Dakota UND","Miami (OH) M-OH","M-OH 81, UND 67",FALSE,"/mens-college-basketball/game/_/gameId/401262144",20201125,"M-OH","UND","M-OH","UND",1,NA,50.9,38.9,35.7,25.9,81.8,75,32,33,8,13,24,20,10,8,8,3,3,2,10,17,22,18,0,0,0,0,FALSE,FALSE,""
"North Georgia NGA","Mercer MER","MER 79, NGA 48",FALSE,"/mens-college-basketball/game/_/gameId/401258998",20201125,"MER","NGA","MER","NGA",1,31,50,31.7,36,23.5,72.7,44.4,49,30,10,7,39,23,19,7,6,7,3,1,18,14,15,16,0,0,0,0,FALSE,FALSE,"1,000"
"Lander LAN","Chattanooga UTC","UTC 99, LAN 63",FALSE,"/mens-college-basketball/game/_/gameId/401265653",20201125,"UTC","LAN","UTC","LAN",1,NA,48.1,40,48.1,25,63.2,64.3,52,28,20,6,32,22,15,10,9,6,2,7,11,17,12,14,0,0,0,0,FALSE,FALSE,""
"South Wesleyan SW","South Carolina Upstate SCUP","SW 82, SCUP 72",FALSE,"/mens-college-basketball/game/_/gameId/401262395",20201125,"SCUP","SW","SW","SCUP",0,NA,46.8,46.3,29.2,39.3,58.3,70,29,41,7,12,22,29,14,16,7,4,2,0,11,18,20,12,0,2,0,0,FALSE,FALSE,""
"Appalachian State APP","South Carolina State SCST","APP 81, SCST 61",FALSE,"/mens-college-basketball/game/_/gameId/401259878",20201125,"SCST","APP","APP","SCST",0,NA,30,51.6,21.9,25.9,54.5,76.9,34,59,14,13,20,46,12,15,13,6,0,3,9,23,14,13,0,0,0,0,FALSE,FALSE,""
"Old Dominion ODU","Maryland MD","MD 85, ODU 67",FALSE,"/mens-college-basketball/game/_/gameId/401259300",20201125,"MD","ODU","MD","ODU",1,NA,47.6,37.9,43.5,18.2,83.3,68.8,41,38,10,14,31,24,13,8,3,5,3,1,9,11,17,21,0,0,0,0,FALSE,FALSE,""
"Fairfield FAIR","Providence PROV","PROV 97, FAIR 56",FALSE,"/mens-college-basketball/game/_/gameId/401255066",20201125,"PROV","FAIR","PROV","FAIR",1,NA,48.6,37.3,43.8,13.3,75.9,66.7,44,30,17,7,27,23,21,6,7,3,3,2,7,15,23,22,0,0,0,0,FALSE,FALSE,""
"Drake DRKE","Kansas State KSU","DRKE 80, KSU 70",FALSE,"/mens-college-basketball/game/_/gameId/401254049",20201125,"KSU","DRKE","DRKE","KSU",0,NA,44.6,48.3,36.4,30.4,60,83.3,36,32,15,12,21,20,12,17,3,9,3,4,14,8,17,15,0,0,0,0,FALSE,FALSE,""
"Piedmont PIED","The Citadel CIT","CIT 89, PIED 64",FALSE,"/mens-college-basketball/game/_/gameId/401262085",20201125,"CIT","PIED","CIT","PIED",1,8,46.3,34.8,46.2,38.9,60,52.4,44,27,17,10,27,17,16,9,10,9,7,3,20,16,17,16,0,0,0,0,FALSE,FALSE,"450"
"Alcorn State ALCN","UAB UAB","UAB 99, ALCN 50",FALSE,"/mens-college-basketball/game/_/gameId/401254696",20201125,"UAB","ALCN","UAB","ALCN",1,11,53.4,30.2,40,18.8,79.5,75,41,37,10,16,31,21,11,2,13,2,10,0,11,24,16,23,0,0,0,0,FALSE,FALSE,"906"
"Culver-Stockton CUL","Kansas City KC","KC 105, CUL 35",FALSE,"/mens-college-basketball/game/_/gameId/401264550",20201125,"KC","CUL","KC","CUL",1,0,67.7,25,40.9,15.8,66.7,63.6,35,17,7,3,28,14,30,5,15,1,1,1,5,24,19,14,0,0,0,0,FALSE,FALSE,"1"
"Tusculum TUSC","Furman FUR","FUR 95, TUSC 62",FALSE,"/mens-college-basketball/game/_/gameId/401264125",20201125,"FUR","TUSC","FUR","TUSC",1,10,53,40,28.6,19,79.2,55.6,46,30,11,6,35,24,25,9,7,3,4,2,8,13,18,15,1,0,0,0,FALSE,FALSE,"250"
"UMBC UMBC","Georgetown GTWN","GTWN 70, UMBC 62",FALSE,"/mens-college-basketball/game/_/gameId/401261581",20201125,"GTWN","UMBC","GTWN","UMBC",1,NA,37.3,35.4,25.9,25,50,71.4,58,38,21,8,37,30,15,13,8,12,3,2,20,16,19,19,0,0,0,0,FALSE,FALSE,""
"Delaware State DSU","Wake Forest WAKE","WAKE 111, DSU 51",FALSE,"/mens-college-basketball/game/_/gameId/401260341",20201125,"WAKE","DSU","WAKE","DSU",1,NA,54.5,26.4,45.2,28,78.1,66.7,49,26,16,10,33,16,21,11,20,6,3,6,15,25,21,23,0,0,0,0,FALSE,FALSE,""
"Oklahoma State OKST","UT Arlington UTA","OKST 75, UTA 68",FALSE,"/mens-college-basketball/game/_/gameId/401258906",20201125,"UTA","OKST","OKST","UTA",0,9,38,45.8,19.2,28,50,51.9,33,54,7,14,26,40,12,13,12,1,0,0,5,18,21,17,0,0,0,0,FALSE,FALSE,"624"
"Evansville EVAN","Louisville LOU","LOU 79, EVAN 44",FALSE,"/mens-college-basketball/game/_/gameId/401257660",20201125,"LOU","EVAN","LOU","EVAN",1,13,58.5,29.8,37.5,23.1,68.8,47.6,46,18,9,3,37,15,19,6,2,3,3,0,12,10,20,16,0,0,0,0,FALSE,FALSE,"2,956"
"Carver College CARV","Kennesaw State KENN","KENN 87, CARV 40",FALSE,"/mens-college-basketball/game/_/gameId/401257450",20201125,"KENN","CARV","KENN","CARV",1,6,52.3,26.2,31,21.1,62.5,57.1,50,32,10,8,40,24,14,5,10,8,6,1,13,20,13,12,0,0,0,0,FALSE,FALSE,"287"
"Fairleigh Dickinson FDU","Quinnipiac QUIN","QUIN 84, FDU 66",FALSE,"/mens-college-basketball/game/_/gameId/401262064",20201125,"QUIN","FDU","QUIN","FDU",1,NA,49.2,39.7,37.5,15.4,81.3,63.6,39,33,13,15,26,18,18,11,7,7,6,6,16,15,24,17,0,0,0,0,FALSE,FALSE,""
"UC Riverside UCR","Pacific PAC","PAC 66, UCR 60",FALSE,"/mens-college-basketball/game/_/gameId/401257632",20201125,"PAC","UCR","PAC","UCR",1,NA,43.6,46.8,35.7,33.3,56.5,66.7,28,24,11,6,17,18,11,8,5,1,3,0,13,17,16,24,0,0,0,0,FALSE,FALSE,""
"Ball State BALL","Northern Kentucky NKU","NKU 74, BALL 73",FALSE,"/mens-college-basketball/game/_/gameId/401262492",20201125,"NKU","BALL","NKU","BALL",1,NA,41.5,43.8,28.6,26.1,52.2,52.4,43,39,20,15,23,24,16,11,5,7,0,4,9,9,20,21,2,2,0,0,FALSE,FALSE,""
"William Jessup WIL","Fresno State FRES","FRES 87, WIL 47",FALSE,"/mens-college-basketball/game/_/gameId/401262139",20201125,"FRES","WIL","FRES","WIL",1,NA,58.5,27,45.5,26.7,60.6,38.5,46,33,10,13,36,20,10,8,9,8,7,2,16,16,16,26,0,0,0,0,FALSE,FALSE,""
"Western Michigan WMU","Butler BUT","BUT 66, WMU 62",FALSE,"/mens-college-basketball/game/_/gameId/401260050",20201125,"BUT","WMU","BUT","WMU",1,16,40.4,46,25,50,62.5,70,32,34,7,2,25,32,7,13,7,2,2,5,6,13,14,19,0,0,0,0,FALSE,FALSE,"1,500"
"Toccoa Falls TF","Wofford WOF","WOF 88, TF 49",FALSE,"/mens-college-basketball/game/_/gameId/401257619",20201125,"WOF","TF","WOF","TF",1,NA,50,35.8,36.7,26.1,72.4,62.5,45,16,14,1,31,15,15,6,9,6,2,0,13,13,12,19,0,0,0,0,FALSE,FALSE,""
"US Merchant Marine Academy MM","Army ARMY","ARMY 93, MM 32",FALSE,"/mens-college-basketball/game/_/gameId/401264805",20201125,"ARMY","MM","ARMY","MM",1,2,54.4,20,38.2,9.1,85.7,57.1,48,30,10,8,38,22,27,5,9,5,8,1,8,16,11,7,0,0,0,0,FALSE,FALSE,"100"
"Oakwood OKW","North Alabama UNA","UNA 98, OKW 74",FALSE,"/mens-college-basketball/game/_/gameId/401262381",20201125,"UNA","OKW","UNA","OKW",1,8,44.9,43.3,35.7,44,81.8,57.9,51,33,22,9,29,24,17,6,9,3,3,1,7,13,17,17,0,0,0,0,FALSE,FALSE,"187"
"Flagler FLGR","Florida International FIU","FIU 85, FLGR 81",FALSE,"/mens-college-basketball/game/_/gameId/401265456",20201125,"FIU","FLGR","FIU","FLGR",1,5,37.1,49.2,26.8,29.2,62.9,52.2,44,40,19,11,25,29,14,13,10,9,5,0,18,22,23,23,0,0,0,0,FALSE,FALSE,"242"
"SIU Edwardsville SIUE","Saint Louis SLU","SLU 89, SIUE 52",FALSE,"/mens-college-basketball/game/_/gameId/401264556",20201125,"SLU","SIUE","SLU","SIUE",1,NA,45.9,40.8,45.5,18.2,76.7,66.7,40,28,14,7,26,21,17,8,13,10,0,6,14,25,13,22,0,0,0,0,FALSE,FALSE,""
"California CAL","Oregon State ORST","ORST 71, CAL 63",FALSE,"/mens-college-basketball/game/_/gameId/401264461",20201125,"ORST","CAL","ORST","CAL",1,NA,44.8,39.7,45.5,24,63.6,78.6,43,32,13,7,30,25,14,9,5,8,3,3,13,12,14,20,0,0,0,0,FALSE,FALSE,""
"Westmont WEST","CSU Northridge CSUN","CSUN 97, WEST 79",FALSE,"/mens-college-basketball/game/_/gameId/401264239",20201125,"CSUN","WEST","CSUN","WEST",1,NA,46.8,40.6,38.2,26.7,76.9,63.3,51,35,19,12,32,23,26,14,5,6,6,0,13,12,25,18,0,0,0,0,FALSE,FALSE,""
"College of Coastal Georgia OFC","Jacksonville JAC","JAC 99, OFC 57",FALSE,"/mens-college-basketball/game/_/gameId/401264120",20201125,"JAC","OFC","JAC","OFC",1,NA,56.5,34.4,45.2,25,62.5,60,44,31,9,9,35,22,24,10,12,9,9,1,21,25,15,25,0,0,0,0,FALSE,FALSE,""
"Texas Permian Basin TXPR","UTEP UTEP","UTEP 100, TXPR 81",FALSE,"/mens-college-basketball/game/_/gameId/401262547",20201125,"UTEP","TXPR","UTEP","TXPR",1,NA,52.6,42.9,37,37.9,52.6,83.3,41,41,12,11,29,30,20,14,10,6,4,1,10,16,15,19,0,0,0,0,FALSE,FALSE,""
"Green Bay GB","Minnesota MINN","MINN 99, GB 69",FALSE,"/mens-college-basketball/game/_/gameId/401262478",20201125,"MINN","GB","MINN","GB",1,NA,43,36.4,20.6,18.8,80,85.7,49,41,17,10,32,31,17,11,13,7,4,1,13,23,21,25,0,0,0,0,FALSE,FALSE,""
"NC Wesleyan NCW","Elon ELON","ELON 82, NCW 52",FALSE,"/mens-college-basketball/game/_/gameId/401262153",20201125,"ELON","NCW","ELON","NCW",1,NA,48.3,42.9,20.8,0,65.5,53.3,37,23,11,1,26,22,14,4,5,4,1,2,9,19,23,27,0,0,0,0,FALSE,FALSE,""
"St. Andrews SA","VMI VMI","VMI 90, SA 63",FALSE,"/mens-college-basketball/game/_/gameId/401261741",20201125,"VMI","SA","VMI","SA",1,5,50,39.6,34.2,52.6,77.8,47.8,42,35,9,7,33,28,23,8,15,11,3,0,17,24,17,12,0,0,0,0,FALSE,FALSE,"227"
"Florida Atlantic FAU","South Alabama USA","USA 68, FAU 66",FALSE,"/mens-college-basketball/game/_/gameId/401261657",20201125,"USA","FAU","USA","FAU",1,9,56.1,37.7,53.3,36.1,70,70,31,31,4,14,27,17,7,13,8,10,2,3,17,12,11,18,0,0,0,0,FALSE,FALSE,"945"
"St. Francis (PA) SFPA","Pittsburgh PITT","SFPA 80, PITT 70",FALSE,"/mens-college-basketball/game/_/gameId/401261562",20201125,"PITT","SFPA","SFPA","PITT",0,4,39.7,42.9,25,36,62.5,70.8,47,38,22,15,25,23,16,17,4,11,7,2,23,15,22,16,0,0,0,0,FALSE,FALSE,"500"
"SE Louisiana SELA","Purdue Fort Wayne PFW","PFW 67, SELA 63 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/401261518",20201125,"PFW","SELA","PFW","SELA",1,NA,47.7,30.3,33.3,3.6,75,69.6,35,40,6,22,29,18,13,6,7,9,1,2,31,18,27,24,0,0,0,0,FALSE,FALSE,""
"Mary Hardin-Baylor MHB","Texas State TXST","TXST 98, MHB 59",FALSE,"/mens-college-basketball/game/_/gameId/401260961",20201125,"TXST","MHB","TXST","MHB",1,7,53.5,35.6,35.7,26.9,68,66.7,49,31,15,7,34,24,17,7,12,6,2,1,14,22,21,20,0,0,0,0,FALSE,FALSE,"653"
"High Point HP","Davidson DAV","DAV 82, HP 73",FALSE,"/mens-college-basketball/game/_/gameId/401260358",20201125,"DAV","HP","DAV","HP",1,1,52.5,46.6,40.7,52.9,75,76.9,36,27,9,6,27,21,21,9,2,2,5,2,12,10,15,17,0,0,0,0,FALSE,FALSE,"25"
"Florida A&M FAMU","Florida Gulf Coast FGCU","FGCU 65, FAMU 56",FALSE,"/mens-college-basketball/game/_/gameId/401259553",20201125,"FGCU","FAMU","FGCU","FAMU",1,18,56.9,46,28.6,31.6,33.3,44.4,30,24,5,7,25,17,16,8,9,9,2,4,23,20,17,14,0,0,0,0,FALSE,FALSE,"851"
"Idaho State IDST","Santa Clara SCU","SCU 62, IDST 49",FALSE,"/mens-college-basketball/game/_/gameId/401259285",20201125,"SCU","IDST","SCU","IDST",1,NA,42.9,34.7,33.3,36.4,55.6,58.3,35,36,9,10,26,26,10,11,11,2,4,1,10,20,17,23,0,0,0,0,FALSE,FALSE,""
"Oral Roberts ORU","Missouri MIZ","MIZ 91, ORU 64",FALSE,"/mens-college-basketball/game/_/gameId/401258862",20201125,"MIZ","ORU","MIZ","ORU",1,NA,53.1,34.8,40,20,72.2,91.7,44,32,14,13,30,19,18,10,11,7,1,3,17,15,16,20,0,0,0,0,FALSE,FALSE,""
"UIC UIC","Northern Illinois NIU","UIC 65, NIU 61",FALSE,"/mens-college-basketball/game/_/gameId/401257597",20201125,"NIU","UIC","UIC","NIU",0,NA,40.4,40,30,33.3,70.6,66.7,41,33,12,8,29,25,8,16,4,4,2,1,12,9,13,13,0,0,0,0,FALSE,FALSE,""
"Saint Peter's SPU","St. John's SJU","SJU 76, SPU 75",FALSE,"/mens-college-basketball/game/_/gameId/401255037",20201125,"SJU","SPU","SJU","SPU",1,NA,40.7,50.8,36.8,42.9,84,50,42,29,17,9,25,20,13,21,11,9,4,5,17,17,16,22,0,0,0,0,FALSE,FALSE,""
"Mississippi Valley State MVSU","Arkansas ARK","ARK 142, MVSU 62",FALSE,"/mens-college-basketball/game/_/gameId/401258842",20201125,"ARK","MVSU","ARK","MVSU",1,23,55.8,31.9,50,33.3,78.8,50,58,33,20,11,38,22,26,12,11,3,4,6,7,21,12,26,0,0,0,0,FALSE,FALSE,"4,400"
"Central Connecticut CCSU","UConn CONN","CONN 102, CCSU 75",FALSE,"/mens-college-basketball/game/_/gameId/401264635",20201125,"CONN","CCSU","CONN","CCSU",1,1,55.9,50,38.5,47.1,72.7,65.2,43,22,19,7,24,15,22,11,9,9,6,3,15,19,21,23,0,0,0,0,FALSE,FALSE,"125"
"Dallas Christian DCH","Tarleton TAR","TAR 103, DCH 48",FALSE,"/mens-college-basketball/game/_/gameId/401262981",20201125,"TAR","DCH","TAR","DCH",1,9,48.6,32,27.8,20,68.4,64.7,46,36,16,8,30,28,21,11,27,3,5,5,12,38,21,29,0,0,0,0,FALSE,FALSE,"256"
"Charleston Southern CHSO","NC State NCST","NCST 95, CHSO 61",FALSE,"/mens-college-basketball/game/_/gameId/401262286",20201125,"NCST","CHSO","NCST","CHSO",1,NA,51.5,47.7,47.8,45.5,70,63.6,31,32,11,7,20,25,17,8,19,6,4,2,13,32,21,20,0,0,0,0,FALSE,FALSE,""
"Southern Utah SUU","Loyola Marymount LMU","LMU 85, SUU 83",FALSE,"/mens-college-basketball/game/_/gameId/401261646",20201125,"LMU","SUU","LMU","SUU",1,NA,51.8,48.3,37.5,44,67.7,77.8,32,31,10,10,22,21,14,16,5,5,1,5,12,16,19,25,0,0,0,0,FALSE,FALSE,""
"Westminster (UT) WCV","BYU BYU","BYU 108, WCV 59",FALSE,"/mens-college-basketball/game/_/gameId/401261633",20201125,"BYU","WCV","BYU","WCV",1,NA,57.7,37,46.2,37.5,57.1,55.6,43,29,10,5,33,24,27,12,6,1,2,1,6,17,18,20,0,0,0,0,FALSE,FALSE,""
"Sam Houston SHSU","SMU SMU","SMU 97, SHSU 67",FALSE,"/mens-college-basketball/game/_/gameId/401261572",20201125,"SMU","SHSU","SMU","SHSU",1,22,52.5,38.7,40.7,29.6,85.7,61.1,46,26,13,10,33,16,22,14,4,8,5,4,16,13,14,26,2,0,0,0,FALSE,FALSE,"1,530"
"Tennessee Tech TNTC","Indiana IU","IU 89, TNTC 59",FALSE,"/mens-college-basketball/game/_/gameId/401259028",20201125,"IU","TNTC","IU","TNTC",1,1,56.9,40.4,26.3,20,45.5,72.7,36,33,10,8,26,25,22,9,9,3,4,2,8,20,11,17,0,0,0,0,FALSE,FALSE,"125"
"Jacksonville State JVST","Alabama ALA","ALA 81, JVST 57",FALSE,"/mens-college-basketball/game/_/gameId/401258841",20201125,"ALA","JVST","ALA","JVST",1,13,39,27.5,22.6,28.1,70,58.8,55,49,20,20,35,29,11,10,8,5,4,2,10,20,17,20,0,0,0,0,FALSE,FALSE,"2,025"
"Houston Baptist HBU","TCU TCU","TCU 69, HBU 45",FALSE,"/mens-college-basketball/game/_/gameId/401253908",20201125,"TCU","HBU","TCU","HBU",1,25,45.9,32.1,26.9,23.1,46.2,85.7,44,31,13,8,31,23,15,11,8,4,7,2,10,13,14,9,0,0,0,0,FALSE,FALSE,"1,672"
"Texas A&M-International AMI","Texas A&M-CC AMCC","AMCC 64, AMI 53",FALSE,"/mens-college-basketball/game/_/gameId/401257375",20201125,"AMCC","AMI","AMCC","AMI",1,7,42.9,27.6,18.8,25,81.3,65.2,42,38,9,12,33,26,9,6,6,6,5,0,14,12,21,20,0,0,0,0,FALSE,FALSE,"527"
"Grambling GRAM","Grand Canyon GCU","GCU 69, GRAM 53",FALSE,"/mens-college-basketball/game/_/gameId/401262097",20201125,"GCU","GRAM","GCU","GRAM",1,4,39.3,35,27.3,10,68.2,52.6,50,32,15,9,35,23,16,5,6,10,3,6,14,9,17,15,0,0,0,0,FALSE,FALSE,"285"
"Adams State ADST","Weber State WEB","WEB 88, ADST 60",FALSE,"/mens-college-basketball/game/_/gameId/401259240",20201125,"WEB","ADST","WEB","ADST",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,""
"California Baptist CBU","USC USC","USC 95, CBU 87 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/401257625",20201125,"USC","CBU","USC","CBU",1,NA,56.1,45.1,26.3,48.8,53.3,60,48,28,18,9,30,19,19,18,4,6,4,1,17,13,13,25,0,1,0,0,FALSE,FALSE,""
"Georgia State GAST","Georgia Tech GT","GAST 123, GT 120 (4OT)",FALSE,"/mens-college-basketball/game/_/gameId/401255625",20201125,"GT","GAST","GAST","GT",0,14,36.4,48.4,21.9,33.3,69.5,55.3,70,58,33,22,37,36,12,16,12,8,4,9,22,20,29,36,0,1,0,0,FALSE,FALSE,"1,200"
"Montana State MTST","UNLV UNLV","MTST 91, UNLV 78",FALSE,"/mens-college-basketball/game/_/gameId/401262682",20201125,"UNLV","MTST","MTST","UNLV",0,NA,45.5,55.6,44,55.6,81,87.5,29,30,9,6,20,24,18,19,4,6,1,1,18,13,24,18,0,0,0,0,FALSE,FALSE,""
"Arkansas-Pine Bluff UAPB","Marquette MARQ","MARQ 99, UAPB 57",FALSE,"/mens-college-basketball/game/_/gameId/401255010",20201125,"MARQ","UAPB","MARQ","UAPB",1,NA,51.8,27.3,38.5,15,72.1,69.2,47,38,14,18,33,20,20,6,9,6,10,3,14,16,23,26,2,2,0,0,FALSE,FALSE,""
"Bethesda BETH","Sacramento State SAC","SAC 101, BETH 57",FALSE,"/mens-college-basketball/game/_/gameId/401260349",20201125,"SAC","BETH","SAC","BETH",1,NA,56.9,36.4,38.5,32.1,63,80,51,20,18,3,33,17,23,10,5,7,4,1,13,15,13,22,0,0,0,0,FALSE,FALSE,""
