"away_team","home_team","score","is_neutral","game_ids","date","Home_ABR","Away_ABR","Winner_ABR","Loser_ABR","Home_wins","Attendance","home_fg","away_fg","home_three","away_three","home_ft","away_ft","home_rebound","away_rebound","home_o_rebound","away_o_rebound","home_d_rebound","away_d_rebound","home_assists","away_assists","home_steals","away_steals","home_blocks","away_blocks","home_turnovers","away_turnovers","home_fouls","away_fouls","home_t_fouls","away_t_fouls","home_f_fouls","away_f_fouls","away_is_ranked","home_is_ranked","People"
"North Texas UNT","Mississippi State MSST","MSST 69, UNT 63",FALSE,"/mens-college-basketball/game/_/gameId/401258868",20201204,"MSST","UNT","MSST","UNT",1,18,48.1,35.7,10,30.4,72.7,80,38,34,11,13,27,21,6,11,4,2,7,0,10,9,21,18,0,0,0,0,FALSE,FALSE,"1,877"
"San Francisco SF","Cal Poly CP","SF 88, CP 60",FALSE,"/mens-college-basketball/game/_/gameId/401266955",20201204,"CP","SF","SF","CP",0,NA,37.3,58.2,17.6,43.5,61.9,63.6,32,35,10,6,22,29,11,18,13,11,4,6,16,20,19,19,0,0,0,0,FALSE,FALSE,""
"North Dakota UND","Minnesota MINN","MINN 76, UND 67",FALSE,"/mens-college-basketball/game/_/gameId/401263453",20201204,"MINN","UND","MINN","UND",1,NA,46.7,41.7,31.3,42.1,68.2,81.8,37,33,14,13,23,20,18,13,8,5,8,3,13,15,15,18,0,0,0,0,FALSE,FALSE,""
"South Alabama USA","Auburn AUB","AUB 90, USA 81",FALSE,"/mens-college-basketball/game/_/gameId/401261660",20201204,"AUB","USA","AUB","USA",1,20,55.6,51.7,53.7,30.4,57.1,77.8,34,23,9,5,25,18,24,9,6,12,4,1,18,11,15,18,0,0,0,0,FALSE,FALSE,"1,824"
"Long Beach State LBSU","Loyola Marymount LMU","LMU 85, LBSU 61",FALSE,"/mens-college-basketball/game/_/gameId/401261649",20201204,"LMU","LBSU","LMU","LBSU",1,NA,47.6,32.2,39.5,26.7,76.9,82.6,44,31,11,9,33,22,23,7,5,6,7,3,19,15,22,12,0,2,0,0,FALSE,FALSE,""
"Saint Peter's SPU","Maryland MD","MD 90, SPU 57",FALSE,"/mens-college-basketball/game/_/gameId/401266953",20201204,"MD","SPU","MD","SPU",1,NA,52,32.3,39.1,29.6,64.4,47.4,48,33,14,14,34,19,19,11,8,9,7,4,16,17,19,33,0,2,0,0,FALSE,FALSE,""
"North Dakota State NDSU","Kansas KU","KU 65, NDSU 61",FALSE,"/mens-college-basketball/game/_/gameId/401254034",20201205,"KU","NDSU","KU","NDSU",1,NA,38.7,39.6,26.7,33.3,68.4,76.5,43,32,16,7,27,25,8,5,6,6,5,4,11,13,16,19,0,0,0,0,FALSE,TRUE,""
"South Carolina SC","Houston HOU","HOU 77, SC 67",FALSE,"/mens-college-basketball/game/_/gameId/401260964",20201205,"HOU","SC","HOU","SC",1,26,38.2,44,21.1,35.3,81.6,58.6,37,37,12,12,25,25,10,13,11,2,8,2,9,19,25,26,1,1,0,0,FALSE,TRUE,"1,859"
"Columbia International CIU","Mercer MER","MER 88, CIU 62",FALSE,"/mens-college-basketball/game/_/gameId/401266874",20201205,"MER","CIU","MER","CIU",1,15,55.7,43.9,42.9,33.3,61.1,50,35,29,6,5,29,24,21,15,12,8,4,1,12,20,10,14,0,0,0,0,FALSE,FALSE,"478"
"Bluefield College BLU","Liberty LIB","LIB 86, BLU 64",FALSE,"/mens-college-basketball/game/_/gameId/401262411",20201205,"LIB","BLU","LIB","BLU",1,6,48.5,43.9,37.2,29.2,80,70,39,31,10,5,29,26,23,11,4,3,0,2,6,11,7,7,0,0,0,0,FALSE,FALSE,"250"
"Toccoa Falls TF","The Citadel CIT","CIT 100, TF 58",FALSE,"/mens-college-basketball/game/_/gameId/401262087",20201205,"CIT","TF","CIT","TF",1,6,50.7,27,45.7,28.6,66.7,75,44,42,8,14,36,28,26,7,17,7,5,2,11,21,22,18,0,0,0,0,FALSE,FALSE,"337"
"Idaho IDHO","Sacramento State SAC","SAC 73, IDHO 57",FALSE,"/mens-college-basketball/game/_/gameId/401252582",20201205,"SAC","IDHO","SAC","IDHO",1,NA,46.7,43.5,40,30.8,81.8,68.4,35,29,11,6,24,23,13,16,10,6,3,3,11,17,20,12,0,0,0,0,FALSE,FALSE,""
"Northern Kentucky NKU","Chattanooga UTC","UTC 79, NKU 72",FALSE,"/mens-college-basketball/game/_/gameId/401266917",20201205,"UTC","NKU","UTC","NKU",1,NA,51.6,50,28.6,43.8,64.7,50,32,37,10,13,22,24,15,12,6,7,1,2,13,21,19,18,0,0,0,0,FALSE,FALSE,""
"Coppin State COPP","George Washington GW","GW 85, COPP 69",FALSE,"/mens-college-basketball/game/_/gameId/401266897",20201205,"GW","COPP","GW","COPP",1,NA,50.8,32.1,23.1,27.5,75,66.7,55,36,9,10,46,26,15,13,8,9,2,3,20,13,12,19,0,0,0,0,FALSE,FALSE,""
"Salem University SLEM","Delaware DEL","DEL 79, SLEM 76",FALSE,"/mens-college-basketball/game/_/gameId/401266891",20201205,"DEL","SLEM","DEL","SLEM",1,NA,50,37.5,51.6,36.6,63.6,77.8,39,37,4,12,35,25,23,15,4,13,5,1,17,10,9,11,0,0,0,0,FALSE,FALSE,""
"Furman FUR","Charleston COFC","FUR 81, COFC 57",FALSE,"/mens-college-basketball/game/_/gameId/401266883",20201205,"COFC","FUR","FUR","COFC",0,28,36.5,51.7,21.7,47.1,42.9,83.3,43,30,20,5,23,25,10,20,6,6,2,6,15,11,11,18,0,0,0,0,FALSE,FALSE,"1,453"
"Eastern Washington EWU","Arizona ARIZ","ARIZ 70, EWU 67",FALSE,"/mens-college-basketball/game/_/gameId/401266791",20201205,"ARIZ","EWU","ARIZ","EWU",1,NA,41.5,40.4,33.3,31.3,61.1,91.7,47,27,16,4,31,23,14,13,8,5,4,3,16,18,19,20,0,0,0,0,FALSE,FALSE,""
"Marist MRST","Binghamton BING","MRST 68, BING 65 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/401265320",20201205,"BING","MRST","MRST","BING",0,NA,35.8,40.4,28.6,37.5,47.4,80,44,41,15,7,29,34,13,8,6,6,2,2,14,15,16,20,0,0,0,0,FALSE,FALSE,""
"UIC UIC","Ball State BALL","BALL 68, UIC 66",FALSE,"/mens-college-basketball/game/_/gameId/401262150",20201205,"BALL","UIC","BALL","UIC",1,1,38.5,42.6,11.1,27.8,76.5,71.4,36,34,8,6,28,28,9,9,5,2,2,2,10,13,17,27,0,0,0,0,FALSE,FALSE,"96"
"Mount St. Mary's MSM","VCU VCU","VCU 60, MSM 42",FALSE,"/mens-college-basketball/game/_/gameId/401262138",20201205,"VCU","MSM","VCU","MSM",1,3,41.4,36.4,38.9,28.6,100,60,31,31,10,7,21,24,16,7,17,7,8,5,13,22,13,6,0,0,0,0,FALSE,FALSE,"250"
"SMU SMU","Dayton DAY","SMU 66, DAY 64",FALSE,"/mens-college-basketball/game/_/gameId/401261574",20201205,"DAY","SMU","SMU","DAY",0,NA,47.8,37.9,31.3,30,78.9,80,34,29,9,11,25,18,11,8,6,5,3,3,19,14,18,19,0,0,0,0,FALSE,FALSE,""
"North Florida UNF","High Point HP","HP 85, UNF 74",FALSE,"/mens-college-basketball/game/_/gameId/401260360",20201205,"HP","UNF","HP","UNF",1,0,46.2,46.7,25,32,66.7,71.4,37,36,14,10,23,26,18,19,8,1,5,6,6,16,12,20,0,1,0,0,FALSE,FALSE,"10"
"South Carolina State SCST","UNC Asheville UNCA","UNCA 77, SCST 56",FALSE,"/mens-college-basketball/game/_/gameId/401259535",20201205,"UNCA","SCST","UNCA","SCST",1,NA,51.8,37.1,40.9,15,50,58.3,41,37,11,12,30,25,17,14,9,6,7,3,20,18,18,21,0,0,0,0,FALSE,FALSE,""
"Radford RAD","East Carolina ECU","ECU 63, RAD 50",FALSE,"/mens-college-basketball/game/_/gameId/401259040",20201205,"ECU","RAD","ECU","RAD",1,1,41.8,37.5,27.8,18.2,85.7,71.4,34,30,10,8,24,22,11,8,4,6,4,2,10,14,17,19,0,0,0,0,FALSE,FALSE,"78"
"Montana MONT","Southern Utah SUU","SUU 75, MONT 74",FALSE,"/mens-college-basketball/game/_/gameId/401252584",20201205,"SUU","MONT","SUU","MONT",1,NA,43.3,50.9,30.3,57.1,81.3,80,34,28,10,3,24,25,13,17,9,4,4,1,11,13,13,16,0,0,0,0,FALSE,FALSE,""
"Rhode Island College RIC","Bryant BRY","BRY 138, RIC 83",FALSE,"/mens-college-basketball/game/_/gameId/401267775",20201205,"BRY","RIC","BRY","RIC",1,NA,59.5,42.7,45.8,20.7,77.1,50,49,40,13,15,36,25,30,15,16,6,9,4,8,25,13,25,0,0,0,0,FALSE,FALSE,""
"Omaha OMA","SIU Edwardsville SIUE","OMA 65, SIUE 63",FALSE,"/mens-college-basketball/game/_/gameId/401259572",20201205,"SIUE","OMA","OMA","SIUE",0,NA,37.5,44.9,30.4,37.5,73.7,68.2,30,40,7,9,23,31,7,10,6,3,3,1,9,18,21,22,0,0,0,0,FALSE,FALSE,""
"Eastern Illinois EIU","Green Bay GB","EIU 93, GB 91 (2OT)",FALSE,"/mens-college-basketball/game/_/gameId/401259033",20201205,"GB","EIU","EIU","GB",0,NA,50.7,49.3,48,29.4,75,64.3,30,39,5,13,25,26,17,12,6,9,4,3,13,12,22,15,0,0,0,0,FALSE,FALSE,""
"Lamar LAM","Air Force AFA","AFA 59, LAM 44",FALSE,"/mens-college-basketball/game/_/gameId/401257057",20201205,"AFA","LAM","AFA","LAM",1,NA,51.2,32,42.9,16.7,72.7,68.8,29,29,1,8,28,21,16,3,9,9,4,3,17,12,16,15,0,0,0,0,FALSE,FALSE,""
"Incarnate Word UIW","Texas State TXST","TXST 72, UIW 64",FALSE,"/mens-college-basketball/game/_/gameId/401253502",20201205,"TXST","UIW","TXST","UIW",1,7,48.3,42.9,40,37.5,62.5,70,36,31,10,8,26,23,16,13,4,3,7,2,10,13,12,20,0,0,0,0,FALSE,FALSE,"701"
"Iona IONA","Hofstra HOF","IONA 82, HOF 74",FALSE,"/mens-college-basketball/game/_/gameId/401264608",20201205,"HOF","IONA","IONA","HOF",0,NA,41.2,43.1,26.1,33.3,66.7,84.2,31,43,6,13,25,30,9,17,6,5,0,7,12,13,16,29,0,0,0,0,FALSE,FALSE,""
"Miami (OH) M-OH","Wright State WRST","WRST 71, M-OH 47",FALSE,"/mens-college-basketball/game/_/gameId/401262145",20201205,"WRST","M-OH","WRST","M-OH",1,NA,46.8,27.3,31.8,30,66.7,55.6,47,39,11,15,36,24,19,7,9,4,5,4,15,14,14,14,1,0,0,0,FALSE,FALSE,""
"St. Katherine STKAT","Dixie State DXST","DXST 86, STKAT 48",FALSE,"/mens-college-basketball/game/_/gameId/401257437",20201205,"DXST","STKAT","DXST","STKAT",1,9,47.9,30.6,41.4,0,60,76.9,51,34,16,11,35,23,22,8,6,6,4,1,12,15,16,14,0,0,0,0,FALSE,FALSE,"411"
"Fairleigh Dickinson FDU","Providence PROV","PROV 79, FDU 67",FALSE,"/mens-college-basketball/game/_/gameId/401255036",20201205,"PROV","FDU","PROV","FDU",1,NA,51.9,42.1,6.7,26.3,82.8,70,35,27,6,8,29,19,9,7,10,10,6,2,13,15,17,20,0,0,0,0,FALSE,FALSE,""
"LSU Shreveport LSS","Louisiana UL","UL 84, LSS 73",FALSE,"/mens-college-basketball/game/_/gameId/401267147",20201205,"UL","LSS","UL","LSS",1,2,47.1,37,23.1,29,75,83.3,50,34,16,12,34,22,14,11,4,8,5,3,17,9,15,12,0,0,0,0,FALSE,FALSE,"272"
"Chicago State CHIC","Northwestern NU","NU 111, CHIC 66",FALSE,"/mens-college-basketball/game/_/gameId/401258896",20201205,"NU","CHIC","NU","CHIC",1,NA,51.4,36.4,45.8,26.5,75.7,69.2,54,23,13,2,41,21,28,16,6,6,1,0,9,13,15,24,0,0,0,0,FALSE,FALSE,""
"Lipscomb LIP","Arkansas ARK","ARK 86, LIP 50",FALSE,"/mens-college-basketball/game/_/gameId/401258845",20201205,"ARK","LIP","ARK","LIP",1,22,50,25.4,32.4,23.8,75,55.6,54,32,10,8,44,24,17,9,4,7,7,0,12,7,21,11,0,1,0,0,FALSE,FALSE,"4,266"
"Samford SAM","Belmont BEL","SAM 96, BEL 83",FALSE,"/mens-college-basketball/game/_/gameId/401253490",20201205,"BEL","SAM","SAM","BEL",0,NA,34.4,52.5,24.4,46.7,74.4,80,31,48,11,10,20,38,11,16,7,2,0,1,10,19,23,30,0,2,0,0,FALSE,FALSE,""
"Point Park PP","Robert Morris RMU","RMU 75, PP 57",FALSE,"/mens-college-basketball/game/_/gameId/401266918",20201205,"RMU","PP","RMU","PP",1,NA,44.9,37,26.3,30,66.7,78.6,37,40,12,11,25,29,17,5,9,4,7,1,11,22,13,15,0,0,0,0,FALSE,FALSE,""
"Illinois State ILST","Murray State MUR","MUR 76, ILST 65",FALSE,"/mens-college-basketball/game/_/gameId/401266881",20201205,"MUR","ILST","MUR","ILST",1,15,50,40.3,42.9,21.7,69.2,47.6,44,34,9,11,35,23,20,11,5,2,2,4,17,11,21,17,0,0,0,0,FALSE,FALSE,"1,290"
"Georgia Southern GASO","South Carolina Upstate SCUP","GASO 72, SCUP 69",FALSE,"/mens-college-basketball/game/_/gameId/401266790",20201205,"SCUP","GASO","GASO","SCUP",0,17,48.1,46.7,52.6,11.8,52.9,51.9,31,39,7,16,24,23,18,10,9,12,7,4,17,18,22,18,0,1,0,0,FALSE,FALSE,"140"
"Northern Illinois NIU","Pittsburgh PITT","PITT 89, NIU 59",FALSE,"/mens-college-basketball/game/_/gameId/401266707",20201205,"PITT","NIU","PITT","NIU",1,4,50,37.7,48.3,38.9,55.6,75,39,33,14,10,25,23,26,14,9,1,4,6,8,18,19,20,0,0,0,0,FALSE,FALSE,"500"
"Rider RID","Syracuse SYR","SYR 87, RID 52",FALSE,"/mens-college-basketball/game/_/gameId/401264962",20201205,"SYR","RID","SYR","RID",1,NA,54.9,29.3,50,25.9,80,73.3,41,29,5,8,36,21,24,13,7,8,6,0,16,15,16,20,0,0,0,0,FALSE,FALSE,""
"Florida National FLN","Florida Gulf Coast FGCU","FGCU 91, FLN 74",FALSE,"/mens-college-basketball/game/_/gameId/401262695",20201205,"FGCU","FLN","FGCU","FLN",1,18,47.2,46.2,24.2,34.6,75,41.7,52,29,16,4,36,25,20,14,10,11,2,1,21,17,17,19,0,0,0,0,FALSE,FALSE,"841"
"Oakland OAK","Oklahoma State OKST","OKST 84, OAK 71",FALSE,"/mens-college-basketball/game/_/gameId/401254067",20201205,"OKST","OAK","OKST","OAK",1,25,52.5,38.7,38.5,45.9,71.4,46.2,42,31,12,12,30,19,22,15,9,10,4,0,17,17,12,13,0,0,0,0,FALSE,FALSE,"3,350"
"Arkansas-Pine Bluff UAPB","Saint Louis SLU","SLU 107, UAPB 54",FALSE,"/mens-college-basketball/game/_/gameId/401264633",20201205,"SLU","UAPB","SLU","UAPB",1,NA,65.6,29.2,64.7,36.4,66.7,64.3,38,24,10,11,28,13,26,7,14,4,5,2,9,22,23,18,2,0,0,0,FALSE,FALSE,""
"Sul Ross SROS","UTEP UTEP","UTEP 84, SROS 65",FALSE,"/mens-college-basketball/game/_/gameId/401262549",20201205,"UTEP","SROS","UTEP","SROS",1,NA,47.7,44.1,39.1,35.7,100,60,39,29,9,4,30,25,23,12,9,6,4,1,13,17,7,15,1,0,0,0,FALSE,FALSE,""
"Rice RICE","Houston Baptist HBU","RICE 86, HBU 64",FALSE,"/mens-college-basketball/game/_/gameId/401261450",20201205,"HBU","RICE","RICE","HBU",0,15,50,47.7,25,36.8,53.8,71.4,36,30,6,7,30,23,13,21,5,9,3,2,22,9,19,15,0,0,0,0,FALSE,FALSE,"150"
"Tarleton TAR","Abilene Christian ACU","ACU 69, TAR 48",FALSE,"/mens-college-basketball/game/_/gameId/401261439",20201205,"ACU","TAR","ACU","TAR",1,6,41.1,42.9,33.3,12.5,63.6,58.6,31,35,11,8,20,27,15,5,10,10,2,4,14,28,21,25,0,0,0,0,FALSE,FALSE,"296"
"UNLV UNLV","Kansas State KSU","UNLV 68, KSU 58",FALSE,"/mens-college-basketball/game/_/gameId/401254052",20201205,"KSU","UNLV","UNLV","KSU",0,NA,36.1,52,29.2,44.4,77.8,66.7,32,30,14,6,18,24,13,15,4,7,1,2,12,16,13,12,0,0,0,0,FALSE,FALSE,""
"BYU BYU","Utah State USU","BYU 67, USU 64",FALSE,"/mens-college-basketball/game/_/gameId/401261635",20201205,"USU","BYU","BYU","USU",0,16,35.6,40,15.4,36.4,69,78.9,42,35,13,5,29,30,10,12,8,3,2,4,13,14,21,24,1,1,0,0,FALSE,FALSE,"1,628"
"Portland State PRST","Portland PORT","PORT 86, PRST 73",FALSE,"/mens-college-basketball/game/_/gameId/401262979",20201205,"PORT","PRST","PORT","PRST",1,NA,45.9,38.1,18.8,18.8,77.1,65.5,39,42,6,12,33,30,16,13,7,7,2,3,13,20,21,28,0,0,0,0,FALSE,FALSE,""
"Lewis LEWIS","Loyola Chicago LUC","LUC 76, LEWIS 48",FALSE,"/mens-college-basketball/game/_/gameId/401266945",20201205,"LUC","LEWIS","LUC","LEWIS",1,NA,52.9,31.1,40,36.4,57.1,60,41,31,5,8,36,23,18,8,3,5,4,1,12,12,14,22,0,0,0,0,FALSE,FALSE,""
"Western Michigan WMU","Michigan State MSU","MSU 79, WMU 61",FALSE,"/mens-college-basketball/game/_/gameId/401263447",20201206,"MSU","WMU","MSU","WMU",1,NA,50.8,39,38.5,38.5,71.4,90.9,36,32,9,10,27,22,28,14,4,4,6,1,11,12,14,13,0,0,0,0,FALSE,TRUE,""
"West Virginia WVU","Georgetown GTWN","WVU 80, GTWN 71",FALSE,"/mens-college-basketball/game/_/gameId/401259855",20201206,"GTWN","WVU","WVU","GTWN",0,NA,40.3,40.6,36.7,35.3,66.7,66.7,43,43,11,13,32,30,11,14,2,9,7,2,15,5,24,16,0,0,0,0,TRUE,FALSE,""
"Villanova VILL","Texas TEX","VILL 68, TEX 64",FALSE,"/mens-college-basketball/game/_/gameId/401259857",20201206,"TEX","VILL","VILL","TEX",0,15,45,43.6,30.4,31.6,50,73.7,32,34,7,8,25,26,9,9,6,3,2,2,12,10,18,14,0,0,0,0,TRUE,TRUE,"2,506"
"Grambling GRAM","Texas Tech TTU","TTU 81, GRAM 40",FALSE,"/mens-college-basketball/game/_/gameId/401259561",20201206,"TTU","GRAM","TTU","GRAM",1,22,41.9,35.1,44.4,14.3,77.8,60,38,30,15,5,23,25,16,3,13,5,7,4,12,29,15,23,0,0,0,0,FALSE,TRUE,"3,283"
"Kentucky UK","Georgia Tech GT","GT 79, UK 62",FALSE,"/mens-college-basketball/game/_/gameId/401255627",20201206,"GT","UK","GT","UK",1,NA,51.7,44.9,38.1,40,81.8,90.9,23,28,4,6,19,22,20,16,15,4,5,1,6,21,14,13,0,0,0,0,TRUE,FALSE,""
"Tennessee Tech TNTC","Western Carolina WCU","WCU 76, TNTC 75 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/401259030",20201206,"WCU","TNTC","WCU","TNTC",1,NA,38.8,44.6,32.3,26.9,63.6,66.7,40,41,13,10,27,31,13,13,5,9,3,2,17,19,11,24,0,0,0,0,FALSE,FALSE,""
"South Wesleyan SW","Mercer MER","MER 96, SW 85",FALSE,"/mens-college-basketball/game/_/gameId/401266950",20201206,"MER","SW","MER","SW",1,23,53.1,46.3,44.8,43.3,75,71.4,46,27,10,4,36,23,23,14,4,5,7,3,11,7,16,16,0,0,0,0,FALSE,FALSE,"727"
"New Hampshire UNH","Quinnipiac QUIN","QUIN 64, UNH 58",FALSE,"/mens-college-basketball/game/_/gameId/401266550",20201206,"QUIN","UNH","QUIN","UNH",1,NA,41.5,31.3,37.5,20,78.6,57.9,40,40,4,11,36,29,13,9,3,9,10,2,20,13,20,19,0,0,0,0,FALSE,FALSE,""
"Judson College JUD","Valparaiso VALP","VALP 85, JUD 45",FALSE,"/mens-college-basketball/game/_/gameId/401264521",20201206,"VALP","JUD","VALP","JUD",1,1,47,35.2,31.3,21.1,76.5,27.3,42,34,12,10,30,24,18,11,14,9,3,2,11,24,13,20,0,0,0,0,FALSE,FALSE,"66"
"Cleveland State CLEV","Ohio OHIO","OHIO 101, CLEV 46",FALSE,"/mens-college-basketball/game/_/gameId/401264451",20201206,"OHIO","CLEV","OHIO","CLEV",1,NA,59.3,22.8,33.3,13,64.9,81,50,24,14,10,36,14,23,6,9,7,4,2,15,20,18,27,0,0,0,0,FALSE,FALSE,""
"Coppin State COPP","Drexel DREX","DREX 69, COPP 54",FALSE,"/mens-college-basketball/game/_/gameId/401262445",20201206,"DREX","COPP","DREX","COPP",1,NA,44.6,35.7,39.1,17.4,62.5,58.8,40,33,6,4,34,29,18,8,5,10,0,1,15,13,15,16,0,0,0,0,FALSE,FALSE,""
"Stetson STET","Florida FLA","FLA 86, STET 40",FALSE,"/mens-college-basketball/game/_/gameId/401262420",20201206,"FLA","STET","FLA","STET",1,22,45.2,19.6,39.1,17.4,87.5,66.7,44,34,14,14,30,20,17,6,8,5,6,1,11,23,24,21,0,0,0,0,FALSE,FALSE,"2,193"
"Missouri MIZ","Wichita State WICH","MIZ 72, WICH 62",FALSE,"/mens-college-basketball/game/_/gameId/401258863",20201206,"WICH","MIZ","MIZ","WICH",0,1,33.3,48.1,28,30,61.1,72.7,36,39,15,8,21,31,8,15,4,4,5,2,10,11,14,17,0,0,0,0,FALSE,FALSE,"100"
"Stony Brook STBK","St. John's SJU","SJU 89, STBK 66",FALSE,"/mens-college-basketball/game/_/gameId/401266695",20201206,"SJU","STBK","SJU","STBK",1,NA,56.9,48.2,40,30.4,68.2,50,31,31,9,11,22,20,23,8,20,8,2,2,18,29,16,16,0,0,0,0,FALSE,FALSE,""
"UL Monroe ULM","Northwestern State NWST","ULM 92, NWST 83 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/401264477",20201206,"NWST","ULM","ULM","NWST",0,24,38.2,42.2,37.9,32,70,78.9,47,47,17,12,30,35,14,14,4,4,2,2,14,9,28,18,0,0,0,0,FALSE,FALSE,"825"
"St. Ambrose SA","Drake DRKE","DRKE 97, SA 53",FALSE,"/mens-college-basketball/game/_/gameId/401264468",20201206,"DRKE","SA","DRKE","SA",1,NA,52.1,29.7,46.7,38.5,81.8,62.5,42,40,9,14,33,26,22,9,14,5,4,2,11,23,13,17,0,0,0,0,FALSE,FALSE,""
"UC Riverside UCR","Denver DEN","UCR 83, DEN 63",FALSE,"/mens-college-basketball/game/_/gameId/401264436",20201206,"DEN","UCR","UCR","DEN",0,NA,41.4,51.7,26.7,46.9,68.8,61.5,26,38,5,8,21,30,10,17,3,5,2,4,8,9,15,20,0,0,0,0,FALSE,FALSE,""
"Central Arkansas CARK","Little Rock UALR","UALR 86, CARK 83",FALSE,"/mens-college-basketball/game/_/gameId/401262481",20201206,"UALR","CARK","UALR","CARK",1,NA,45.2,46.4,44.4,26.3,66.7,74.3,36,37,13,11,23,26,20,13,6,3,5,2,15,17,25,24,2,2,0,0,FALSE,FALSE,""
"Mississippi Valley State MVSU","Western Kentucky WKU","WKU 96, MVSU 69",FALSE,"/mens-college-basketball/game/_/gameId/401262167",20201206,"WKU","MVSU","WKU","MVSU",1,14,48.5,41.1,30.8,34.3,71,91.7,52,21,21,2,31,19,21,13,9,7,6,1,14,17,15,22,0,0,0,0,FALSE,FALSE,"1,024"
"Xavier XAV","Cincinnati CIN","XAV 77, CIN 69",FALSE,"/mens-college-basketball/game/_/gameId/401257490",20201206,"CIN","XAV","XAV","CIN",0,2,42.2,51,23.8,38.9,66.7,80,34,31,8,0,26,31,19,14,5,4,2,3,8,12,19,17,1,0,0,0,FALSE,FALSE,"300"
"Troy TROY","UAB UAB","UAB 77, TROY 55",FALSE,"/mens-college-basketball/game/_/gameId/401254699",20201206,"UAB","TROY","UAB","TROY",1,11,47.4,30.5,35.3,19,77.3,71.4,43,35,10,12,33,23,7,9,9,8,4,5,13,14,19,19,0,0,0,0,FALSE,FALSE,"969"
"Central Michigan CMU","Western Illinois WIU","CMU 79, WIU 73",FALSE,"/mens-college-basketball/game/_/gameId/401265911",20201206,"WIU","CMU","CMU","WIU",0,NA,44.1,50.8,35,42.9,53.8,75,34,37,10,7,24,30,19,17,7,8,4,3,16,14,18,24,0,0,0,0,FALSE,FALSE,""
"Carver College CARV","North Alabama UNA","UNA 107, CARV 40",FALSE,"/mens-college-basketball/game/_/gameId/401262382",20201206,"UNA","CARV","UNA","CARV",1,9,55.9,27.7,45.5,21.1,72.7,76.9,42,29,13,7,29,22,18,2,11,6,4,4,10,28,15,20,0,0,0,0,FALSE,FALSE,"194"
"Greensboro GRN","Longwood LONG","GRN 67, LONG 64",FALSE,"/mens-college-basketball/game/_/gameId/401267729",20201206,"LONG","GRN","GRN","LONG",0,NA,43.4,47.3,33.3,38.9,56.3,66.7,35,31,9,7,26,24,13,10,3,8,6,5,14,15,16,16,0,0,0,0,FALSE,FALSE,""
"La Salle LAS","Army ARMY","ARMY 63, LAS 59",FALSE,"/mens-college-basketball/game/_/gameId/401266888",20201206,"ARMY","LAS","ARMY","LAS",1,2,45.3,38.9,29.2,40.9,66.7,66.7,35,32,7,7,28,25,13,11,4,10,1,5,13,11,11,17,0,0,0,0,FALSE,FALSE,"100"
"Binghamton BING","Marist MRST","MRST 64, BING 60",FALSE,"/mens-college-basketball/game/_/gameId/401265321",20201206,"MRST","BING","MRST","BING",1,NA,43.5,43.1,20,33.3,63.6,61.5,33,35,7,5,26,30,5,16,8,2,4,5,9,16,17,13,0,0,0,0,FALSE,FALSE,""
"UCF UCF","Michigan MICH","MICH 80, UCF 58",FALSE,"/mens-college-basketball/game/_/gameId/401261568",20201206,"MICH","UCF","MICH","UCF",1,NA,49.2,35,33.3,31.3,87.5,100,44,29,14,9,30,20,18,9,3,5,4,3,10,9,14,14,0,0,0,0,FALSE,FALSE,""
"Wyoming WYO","Oregon State ORST","WYO 76, ORST 73",FALSE,"/mens-college-basketball/game/_/gameId/401260162",20201206,"ORST","WYO","WYO","ORST",0,NA,35.7,48.3,36.8,40,78.8,54.5,39,38,16,13,23,25,15,13,6,6,6,4,14,11,21,22,0,0,0,0,FALSE,FALSE,""
"NC Wesleyan NCW","Appalachian State APP","APP 81, NCW 57",FALSE,"/mens-college-basketball/game/_/gameId/401259882",20201206,"APP","NCW","APP","NCW",1,1,45.5,41.2,37.5,18.2,78.6,68.4,36,30,8,6,28,24,15,10,10,3,4,4,9,16,15,24,0,0,0,0,FALSE,FALSE,"85"
"UT Rio Grande Valley RGV","Texas A&M TA&M","TA&M 81, RGV 68",FALSE,"/mens-college-basketball/game/_/gameId/401257615",20201206,"TA&M","RGV","TA&M","RGV",1,6,54.2,35,42.1,30,63.6,60.7,41,30,9,14,32,16,14,15,9,8,2,3,16,13,24,25,0,0,0,0,FALSE,FALSE,"838"
"Oklahoma OU","TCU TCU","OU 82, TCU 78",FALSE,"/mens-college-basketball/game/_/gameId/401253830",20201206,"TCU","OU","OU","TCU",0,26,43.8,51.9,35.7,33.3,80,83.3,33,31,12,8,21,23,15,17,4,4,5,3,8,8,18,13,1,1,0,0,FALSE,FALSE,"1,747"
"LSU Alexandria LSUAL","Stephen F. Austin SFA","SFA 97, LSUAL 79",FALSE,"/mens-college-basketball/game/_/gameId/401267776",20201206,"SFA","LSUAL","SFA","LSUAL",1,3,51.4,45.5,36.8,31.8,69.2,84.6,44,26,19,6,25,20,21,13,7,8,1,2,15,18,21,23,0,0,0,0,FALSE,FALSE,"250"
