"away_team","home_team","score","is_neutral","game_ids","date","Home_ABR","Away_ABR","Winner_ABR","Loser_ABR","Home_wins","Attendance","home_fg","away_fg","home_three","away_three","home_ft","away_ft","home_rebound","away_rebound","home_o_rebound","away_o_rebound","home_d_rebound","away_d_rebound","home_assists","away_assists","home_steals","away_steals","home_blocks","away_blocks","home_turnovers","away_turnovers","home_fouls","away_fouls","home_t_fouls","away_t_fouls","home_f_fouls","away_f_fouls","away_is_ranked","home_is_ranked","People"
"Presentation College PRES","Weber State WEB","WEB 88, PRES 48",FALSE,"/mens-college-basketball/game/_/gameId/400991264",20171222,"WEB","PRES","WEB","PRES",1,56,47.7,26.4,34.6,21.1,89.5,72.7,37,40,5,10,32,30,18,7,11,0,4,0,4,21,20,17,0,0,0,0,FALSE,FALSE,"6,495"
"Loyola Chicago LUC","Missouri State MOST","MOST 64, LUC 59",FALSE,"/mens-college-basketball/game/_/gameId/400989666",20171222,"MOST","LUC","MOST","LUC",1,42,43.1,44.2,42.1,20,57.1,71.4,32,30,9,7,23,23,12,9,6,5,3,3,12,10,18,17,0,1,0,0,FALSE,FALSE,"4,583"
"Bethune-Cookman BCU","Washington State WSU","WSU 86, BCU 58",FALSE,"/mens-college-basketball/game/_/gameId/400988286",20171222,"WSU","BCU","WSU","BCU",1,19,45.6,31.4,45.5,21.4,86.4,47.1,46,42,7,16,39,26,19,5,6,7,3,2,18,15,18,23,0,0,0,0,FALSE,FALSE,"2,178"
"Texas TEX","Alabama ALA","TEX 66, ALA 50",FALSE,"/mens-college-basketball/game/_/gameId/400987270",20171222,"ALA","TEX","TEX","ALA",0,NA,34.4,44.4,20,26.9,55.6,78.6,37,37,12,6,25,31,9,10,8,4,3,9,12,12,14,15,0,0,0,0,FALSE,FALSE,"16,146"
"Wright State WRST","Georgia Tech GT","WRST 85, GT 81",FALSE,"/mens-college-basketball/game/_/gameId/400986630",20171222,"GT","WRST","WRST","GT",0,53,50.9,51.8,21.4,45,74.1,72,31,32,11,10,20,22,9,20,9,7,3,2,18,17,19,19,0,0,0,0,FALSE,FALSE,"4,522"
"North Dakota State NDSU","UTEP UTEP","NDSU 63, UTEP 51",FALSE,"/mens-college-basketball/game/_/gameId/401005583",20171222,"UTEP","NDSU","NDSU","UTEP",0,58,33.3,36,25,30,54.5,72.4,30,50,3,11,27,39,5,9,2,1,5,2,8,12,20,16,0,1,0,0,FALSE,FALSE,"6,913"
"California Merced UCME","UC Riverside UCR","UCR 91, UCME 46",FALSE,"/mens-college-basketball/game/_/gameId/400992528",20171222,"UCR","UCME","UCR","UCME",1,15,47.9,24.2,34.8,30.3,57.7,60,50,37,15,12,35,25,20,9,10,5,5,4,10,20,14,18,0,1,0,0,FALSE,FALSE,"460"
"UNC Asheville UNCA","Saint Mary's SMC","SMC 95, UNCA 69",FALSE,"/mens-college-basketball/game/_/gameId/400992390",20171222,"SMC","UNCA","SMC","UNCA",1,92,52.3,46.6,46.9,18.2,70.6,86.7,40,24,14,5,26,19,23,12,4,5,1,0,8,6,13,17,0,0,0,0,FALSE,FALSE,"3,221"
"Northern Colorado UNCO","UNLV UNLV","UNLV 94, UNCO 91",FALSE,"/mens-college-basketball/game/_/gameId/400991265",20171222,"UNLV","UNCO","UNLV","UNCO",1,51,54,45.1,62.5,27.6,65.6,60,40,43,13,21,27,22,8,10,7,7,4,6,16,13,15,26,1,0,0,0,FALSE,FALSE,"9,192"
"Life Pacific LP","San Diego USD","USD 94, LP 51",FALSE,"/mens-college-basketball/game/_/gameId/400987001",20171222,"USD","LP","USD","LP",1,22,52.9,33.3,30.8,17.6,66.7,83.3,49,23,20,7,29,16,24,7,8,4,10,1,7,10,15,17,0,0,0,0,FALSE,FALSE,"1,140"
"CSU Fullerton CSUF","Loyola Marymount LMU","CSUF 88, LMU 80",FALSE,"/mens-college-basketball/game/_/gameId/400986912",20171222,"LMU","CSUF","CSUF","LMU",0,22,43.8,57.1,31.8,37.5,85,83.9,34,30,19,11,15,19,14,20,8,13,4,4,21,22,23,17,0,0,0,0,FALSE,FALSE,"933"
"Montana MONT","Washington WASH","WASH 66, MONT 63",FALSE,"/mens-college-basketball/game/_/gameId/400988287",20171222,"WASH","MONT","WASH","MONT",1,59,45.1,40.3,33.3,33.3,81,66.7,27,41,6,20,21,21,4,12,12,6,11,6,18,20,14,19,0,1,0,0,FALSE,FALSE,"5,915"
"Fordham FOR","West Virginia WVU","WVU 86, FOR 69",FALSE,"/mens-college-basketball/game/_/gameId/400989281",20171223,"WVU","FOR","WVU","FOR",1,81,45.5,42.6,33.3,30.4,66.7,84.2,44,28,18,7,26,21,21,12,8,9,5,1,14,17,18,24,0,0,0,0,FALSE,TRUE,"11,296"
"Tennessee TENN","Wake Forest WAKE","TENN 79, WAKE 60",FALSE,"/mens-college-basketball/game/_/gameId/400986163",20171223,"WAKE","TENN","TENN","WAKE",0,77,37.7,51.8,35.3,43.5,82.4,68.8,35,29,13,6,22,23,7,15,5,7,2,4,20,17,21,22,0,0,0,0,TRUE,FALSE,"11,362"
"Manhattan MAN","Seton Hall HALL","HALL 74, MAN 62",FALSE,"/mens-college-basketball/game/_/gameId/400988546",20171223,"HALL","MAN","HALL","MAN",1,43,44.4,42.6,27.8,45,67.7,100,41,26,18,8,23,18,17,10,10,9,2,2,19,21,18,24,1,2,0,0,FALSE,TRUE,"8,001"
"Harvard HARV","George Washington GW","GW 58, HARV 48",FALSE,"/mens-college-basketball/game/_/gameId/400989906",20171223,"GW","HARV","GW","HARV",1,56,41.5,28.1,33.3,27.3,66.7,71.4,35,40,7,14,28,26,13,10,6,5,5,5,11,12,13,15,0,0,0,0,FALSE,FALSE,"2,421"
"Alabama A&M AAMU","Georgetown GTWN","GTWN 89, AAMU 49",FALSE,"/mens-college-basketball/game/_/gameId/400988545",20171223,"GTWN","AAMU","GTWN","AAMU",1,25,56.7,33.9,26.1,23.8,83.3,57.1,38,30,12,14,26,16,20,12,9,0,3,0,11,18,14,16,0,0,0,0,FALSE,FALSE,"5,149"
"Loyola (MD) L-MD","Memphis MEM","MEM 83, L-MD 71",FALSE,"/mens-college-basketball/game/_/gameId/400988035",20171223,"MEM","L-MD","MEM","L-MD",1,32,52.7,42.9,35.3,22.7,73.1,66.7,31,35,7,14,24,21,15,17,11,8,7,3,10,15,14,22,0,1,0,0,FALSE,FALSE,"5,825"
"Niagara NIAG","Cornell COR","NIAG 89, COR 86",FALSE,"/mens-college-basketball/game/_/gameId/400991113",20171223,"COR","NIAG","NIAG","COR",0,22,43.7,44.7,27.6,40,64,72.2,47,43,15,14,32,29,18,13,2,8,6,6,13,10,19,20,0,0,0,0,FALSE,FALSE,"977"
"Central Connecticut CCSU","UMass Lowell UML","CCSU 76, UML 73",FALSE,"/mens-college-basketball/game/_/gameId/400990778",20171223,"UML","CCSU","CCSU","UML",0,78,42.6,50,33.3,36.4,68.4,78.3,28,40,15,15,13,25,20,10,8,5,3,3,10,15,16,21,0,0,0,0,FALSE,FALSE,"1,566"
"Georgia State GAST","Chattanooga UTC","GAST 71, UTC 48",FALSE,"/mens-college-basketball/game/_/gameId/400988735",20171223,"UTC","GAST","GAST","UTC",0,19,30.2,60.4,22.2,21.4,55.6,57.1,29,35,8,2,21,33,9,13,4,9,1,5,10,11,7,18,0,0,0,0,FALSE,FALSE,"2,108"
"Richmond RICH","Boston College BC","BC 78, RICH 73 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/400986166",20171223,"BC","RICH","BC","RICH",1,64,44.6,43.3,40,25.9,58.8,66.7,36,45,10,14,26,31,11,19,6,5,5,3,10,15,12,14,0,0,0,0,FALSE,FALSE,"5,538"
"Grand Canyon GCU","Louisville LOU","LOU 74, GCU 56",FALSE,"/mens-college-basketball/game/_/gameId/400986165",20171223,"LOU","GCU","LOU","GCU",1,77,44.1,40,21.1,31.6,66.7,50,41,35,15,12,26,23,14,13,10,7,6,3,12,19,15,20,0,0,0,0,FALSE,FALSE,"16,841"
"St. Francis (BKN) SFBK","Saint Peter's SPU","SPU 71, SFBK 68 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/400990779",20171223,"SPU","SFBK","SPU","SFBK",1,16,40.7,43.4,25,32,69.7,77.8,33,35,9,7,24,28,7,14,5,6,2,4,11,16,13,27,0,0,0,0,FALSE,FALSE,"501"
"Toledo TOL","Cleveland State CLEV","TOL 77, CLEV 62",FALSE,"/mens-college-basketball/game/_/gameId/400990183",20171223,"CLEV","TOL","TOL","CLEV",0,12,39.3,52.6,25,40,75,70,26,38,7,9,19,29,9,19,5,5,2,4,10,15,11,17,0,0,0,0,FALSE,FALSE,"1,597"
"Illinois State ILST","Evansville EVAN","ILST 72, EVAN 66",FALSE,"/mens-college-basketball/game/_/gameId/400989669",20171223,"EVAN","ILST","ILST","EVAN",0,40,46.9,48.9,10,45.8,82.6,83.3,26,29,3,4,23,25,9,12,7,5,2,3,11,17,18,22,0,0,0,0,FALSE,FALSE,"4,039"
"UConn CONN","Auburn AUB","AUB 89, CONN 64",FALSE,"/mens-college-basketball/game/_/gameId/400987274",20171223,"AUB","CONN","AUB","CONN",1,88,40.3,34.3,35.3,22.2,82.6,77.8,45,44,15,16,30,28,18,7,4,0,7,4,8,13,17,22,0,0,0,0,FALSE,FALSE,"8,039"
"Mississippi Valley State MVSU","UAB UAB","UAB 74, MVSU 57",FALSE,"/mens-college-basketball/game/_/gameId/400992574",20171223,"UAB","MVSU","UAB","MVSU",1,33,52.9,29.4,40,28.6,83.3,100,40,34,7,15,33,19,20,9,4,7,9,1,17,10,10,17,0,0,0,0,FALSE,FALSE,"2,783"
"Wagner WAG","Dayton DAY","DAY 79, WAG 67",FALSE,"/mens-college-basketball/game/_/gameId/400989818",20171223,"DAY","WAG","DAY","WAG",1,96,48,38.3,36,25.9,84.6,82.4,28,37,5,15,23,22,16,9,8,7,3,4,17,22,20,23,0,0,0,0,FALSE,FALSE,"12,878"
"Florida Atlantic FAU","Minnesota MINN","MINN 95, FAU 60",FALSE,"/mens-college-basketball/game/_/gameId/400986462",20171223,"MINN","FAU","MINN","FAU",1,84,54.7,34.8,44,38.9,77.8,87.5,45,31,8,6,37,25,25,15,4,5,5,5,8,10,9,16,0,0,0,0,FALSE,FALSE,"12,357"
"Trinity (IL) TRI","UIC UIC","UIC 84, TRI 45",FALSE,"/mens-college-basketball/game/_/gameId/400992178",20171223,"UIC","TRI","UIC","TRI",1,10,43.3,28.6,35.3,25.9,74.3,66.7,48,29,17,10,31,19,14,8,8,5,7,5,11,20,13,25,0,0,0,0,FALSE,FALSE,"764"
"Long Beach State LBSU","Colorado State CSU","CSU 68, LBSU 66",FALSE,"/mens-college-basketball/game/_/gameId/400991728",20171223,"CSU","LBSU","CSU","LBSU",1,34,38.7,40.3,20,20,65.2,85.7,41,39,15,12,26,27,16,15,8,6,8,1,13,16,17,23,1,0,0,0,FALSE,FALSE,"2,752"
"Nicholls NICH","Seattle U SEA","SEA 95, NICH 89",FALSE,"/mens-college-basketball/game/_/gameId/400988994",20171223,"SEA","NICH","SEA","NICH",1,84,49.2,44.8,51.9,47.8,73.9,85.7,39,35,10,10,29,25,21,15,4,6,8,8,8,7,18,17,0,0,0,0,FALSE,FALSE,"841"
"Green Bay GB","Wisconsin WISC","WISC 81, GB 60",FALSE,"/mens-college-basketball/game/_/gameId/400986464",20171223,"WISC","GB","WISC","GB",1,100,53.6,40,26.3,37.5,80,82.4,40,20,13,5,27,15,13,11,5,8,6,1,15,14,13,21,0,0,0,0,FALSE,FALSE,"17,287"
"Idaho State IDST","CSU Northridge CSUN","IDST 67, CSUN 55",FALSE,"/mens-college-basketball/game/_/gameId/400992465",20171223,"CSUN","IDST","IDST","CSUN",0,19,38.9,47.2,27.3,46.2,76.9,47.8,32,35,7,7,25,28,10,14,9,7,3,1,17,13,23,15,0,0,0,0,FALSE,FALSE,"476"
"Texas Southern TXSO","BYU BYU","BYU 73, TXSO 52",FALSE,"/mens-college-basketball/game/_/gameId/400986858",20171223,"BYU","TXSO","BYU","TXSO",1,77,42.9,36,31.6,33.3,61.9,57.9,37,39,12,9,25,30,19,7,8,5,2,4,7,17,15,19,0,0,0,0,FALSE,FALSE,"14,583"
"UC Santa Barbara UCSB","Sacramento State SAC","UCSB 82, SAC 72",FALSE,"/mens-college-basketball/game/_/gameId/400992534",20171223,"SAC","UCSB","UCSB","SAC",0,79,44.3,47.1,47.6,45.8,80,63.6,33,40,9,13,24,27,19,19,2,7,4,6,10,5,12,12,0,0,0,0,FALSE,FALSE,"802"
"Davidson DAV","Hawai'i HAW","HAW 79, DAV 71",FALSE,"/mens-college-basketball/game/_/gameId/400999697",20171223,"HAW","DAV","HAW","DAV",1,58,46.6,38.1,28,33.3,72,70,39,35,11,13,28,22,16,14,5,5,4,1,11,12,21,23,0,0,0,0,FALSE,FALSE,"5,946"
"Princeton PRIN","Hawai'i HAW","PRIN 77, HAW 63",FALSE,"/mens-college-basketball/game/_/gameId/400999699",20171225,"HAW","PRIN","PRIN","HAW",0,65,46.4,54.2,18.2,40.9,45,76.2,29,30,8,3,21,27,8,11,4,2,3,4,12,15,18,23,0,0,0,0,FALSE,FALSE,"6,698"
"Villanova VILL","DePaul DEP","VILL 103, DEP 85",FALSE,"/mens-college-basketball/game/_/gameId/400988548",20171227,"DEP","VILL","VILL","DEP",0,80,40.8,54.3,26.1,48.4,75,66.7,50,32,22,9,28,23,21,23,3,8,2,6,17,9,18,22,0,0,0,0,TRUE,FALSE,"8,323"
"Xavier XAV","Marquette MARQ","XAV 91, MARQ 87",FALSE,"/mens-college-basketball/game/_/gameId/400988549",20171227,"MARQ","XAV","XAV","MARQ",0,81,46.4,50.8,39.5,31.8,57.1,91.7,34,37,12,9,22,28,19,23,8,7,3,1,10,11,19,13,1,0,0,0,TRUE,FALSE,"15,095"
"Limestone LIM","South Carolina SC","SC 74, LIM 45",FALSE,"/mens-college-basketball/game/_/gameId/400987275",20171227,"SC","LIM","SC","LIM",1,63,38.2,25,38.1,27.3,70,44.8,52,38,15,10,37,28,14,4,3,7,4,4,12,17,21,17,0,0,0,0,FALSE,FALSE,"11,305"
"Butler BUT","Georgetown GTWN","BUT 91, GTWN 89 (2OT)",FALSE,"/mens-college-basketball/game/_/gameId/400988547",20171227,"GTWN","BUT","BUT","GTWN",0,45,41.5,47.9,31.8,14.3,80,75,45,37,14,8,31,29,16,13,5,8,3,5,21,12,20,23,0,0,0,0,FALSE,FALSE,"9,257"
"Delaware State DSU","Pennsylvania PENN","PENN 105, DSU 52",FALSE,"/mens-college-basketball/game/_/gameId/400991665",20171227,"PENN","DSU","PENN","DSU",1,23,61.4,34.5,51.9,25,84,71.4,35,26,7,7,28,19,23,5,9,3,2,1,7,14,11,16,0,0,0,0,FALSE,FALSE,"2,011"
"Florida Gulf Coast FGCU","Rhode Island URI","URI 80, FGCU 60",FALSE,"/mens-college-basketball/game/_/gameId/400990094",20171227,"URI","FGCU","URI","FGCU",1,67,48.2,46.2,38.5,22.2,76.2,83.3,31,29,10,8,21,21,17,9,6,3,4,0,5,13,17,17,0,0,0,0,FALSE,FALSE,"5,347"
"Eastern Michigan EMU","Syracuse SYR","SYR 62, EMU 47",FALSE,"/mens-college-basketball/game/_/gameId/400986167",20171227,"SYR","EMU","SYR","EMU",1,62,39.1,37,31.6,20,76.9,66.7,38,30,11,9,27,21,13,11,9,7,8,3,11,14,7,19,0,0,0,0,FALSE,FALSE,"21,925"
"Coppin State COPP","Georgia Tech GT","GT 76, COPP 62",FALSE,"/mens-college-basketball/game/_/gameId/400986168",20171227,"GT","COPP","GT","COPP",1,62,46.4,40,40,46.2,95.2,66.7,41,24,11,5,30,19,12,16,1,3,6,5,6,4,7,15,0,1,0,0,FALSE,FALSE,"5,341"
"CSU Bakersfield CSUB","Arkansas ARK","ARK 95, CSUB 68",FALSE,"/mens-college-basketball/game/_/gameId/400987276",20171227,"ARK","CSUB","ARK","CSUB",1,82,47.1,34.4,37,24.1,67.7,68,47,36,17,14,30,22,15,13,10,5,3,4,9,17,24,22,2,0,0,0,FALSE,FALSE,"15,829"
"San José State SJSU","Utah State USU","USU 86, SJSU 72",FALSE,"/mens-college-basketball/game/_/gameId/400991804",20171227,"USU","SJSU","USU","SJSU",1,66,47.1,50,36.4,57.9,80,84.6,23,40,7,10,16,30,23,16,13,0,4,3,4,23,17,13,0,0,0,0,FALSE,FALSE,"6,759"
"San Diego State SDSU","Wyoming WYO","WYO 82, SDSU 69",FALSE,"/mens-college-basketball/game/_/gameId/400991794",20171227,"WYO","SDSU","WYO","SDSU",1,42,45.8,41,41.4,37.5,72.7,66.7,35,40,7,11,28,29,14,7,4,6,2,2,11,14,14,22,1,1,0,0,FALSE,FALSE,"4,823"
"Air Force AFA","New Mexico UNM","UNM 87, AFA 58",FALSE,"/mens-college-basketball/game/_/gameId/400991688",20171227,"UNM","AFA","UNM","AFA",1,68,50,37.9,42.4,18.8,78.6,55,34,39,7,15,27,24,21,7,9,4,4,2,8,17,20,15,0,0,0,0,FALSE,FALSE,"10,514"
"Morgan State MORG","Grand Canyon GCU","GCU 100, MORG 74",FALSE,"/mens-college-basketball/game/_/gameId/400990638",20171227,"GCU","MORG","GCU","MORG",1,22,51.5,30,44.8,30.8,82.6,77.8,45,40,12,19,33,21,24,11,5,10,6,1,15,13,28,19,0,0,0,0,FALSE,FALSE,"1,544"
"UCF UCF","SMU SMU","SMU 56, UCF 51",FALSE,"/mens-college-basketball/game/_/gameId/400988036",20171227,"SMU","UCF","SMU","UCF",1,95,41.8,37,31.6,41.7,50,42.9,34,38,13,16,21,22,17,9,11,4,7,3,15,19,15,15,0,0,0,0,FALSE,FALSE,"6,628"
"Chicago State CHIC","Wisconsin WISC","WISC 82, CHIC 70",FALSE,"/mens-college-basketball/game/_/gameId/400986465",20171227,"WISC","CHIC","WISC","CHIC",1,99,51,46.4,35,33.3,71.9,83.3,29,27,7,8,22,19,14,11,5,7,6,2,8,10,16,24,0,0,0,0,FALSE,FALSE,"17,022"
"Colorado State CSU","Boise State BSU","BSU 93, CSU 71",FALSE,"/mens-college-basketball/game/_/gameId/400991709",20171227,"BSU","CSU","BSU","CSU",1,61,54,41,42.9,37.5,68.4,93.8,36,28,12,8,24,20,16,8,6,4,1,3,11,13,17,18,1,0,0,0,FALSE,FALSE,"7,538"
"San Diego Christian SDCC","CSU Northridge CSUN","CSUN 93, SDCC 63",FALSE,"/mens-college-basketball/game/_/gameId/400992466",20171227,"CSUN","SDCC","CSUN","SDCC",1,11,59.4,43.1,61.9,33.3,66.7,85.7,33,23,10,6,23,17,24,10,9,7,2,1,13,17,14,16,0,0,0,0,FALSE,FALSE,"276"
"Nevada NEV","Fresno State FRES","NEV 80, FRES 65",FALSE,"/mens-college-basketball/game/_/gameId/400991767",20171227,"FRES","NEV","NEV","FRES",0,39,45.1,48.2,25,58.8,70,88.9,31,30,10,9,21,21,9,14,0,8,5,4,13,7,17,18,0,0,0,0,FALSE,FALSE,"6,008"
"Pacific PAC","Gonzaga GONZ","GONZ 81, PAC 48",FALSE,"/mens-college-basketball/game/_/gameId/400986887",20171228,"GONZ","PAC","GONZ","PAC",1,100,45.5,33.3,32.4,25,71.4,63.6,46,32,16,10,30,22,14,9,6,6,8,3,7,10,14,15,0,1,0,0,FALSE,TRUE,"6,000"
"Creighton CREI","Seton Hall HALL","HALL 90, CREI 84",FALSE,"/mens-college-basketball/game/_/gameId/400988550",20171228,"HALL","CREI","HALL","CREI",1,53,49.2,47.9,37.5,20,68.8,73.3,42,38,12,11,30,27,13,16,7,3,4,2,13,12,18,21,0,0,0,0,TRUE,TRUE,"9,824"
"North Carolina A&T NCAT","Virginia Tech VT","VT 76, NCAT 59",FALSE,"/mens-college-basketball/game/_/gameId/400986169",20171228,"VT","NCAT","VT","NCAT",1,78,49.2,37.1,26.1,25,80,100,39,30,8,7,31,23,12,13,5,3,2,5,12,11,8,12,1,0,0,0,FALSE,FALSE,"6,979"
"Cornell COR","Delaware DEL","DEL 97, COR 96 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/400991397",20171228,"DEL","COR","DEL","COR",1,49,48.6,52.4,42.1,48.1,84,73.9,39,35,13,9,26,26,17,23,8,7,1,4,11,15,19,22,0,0,0,0,FALSE,FALSE,"2,450"
"Texas A&M-CC AMCC","Central Arkansas CARK","CARK 81, AMCC 69",FALSE,"/mens-college-basketball/game/_/gameId/400988996",20171228,"CARK","AMCC","CARK","AMCC",1,10,46.4,41.5,35.3,44.4,71.9,75,35,38,10,12,25,26,14,9,8,7,7,2,14,19,20,22,0,0,0,0,FALSE,FALSE,"548"
"East Carolina ECU","Tulsa TLSA","TLSA 79, ECU 53",FALSE,"/mens-college-basketball/game/_/gameId/400988037",20171228,"TLSA","ECU","TLSA","ECU",1,49,42.3,31.8,33.3,21.4,62.5,71.4,49,43,15,13,34,30,14,13,6,1,1,3,5,13,10,15,0,1,0,0,FALSE,FALSE,"4,133"
"Lourdes LOUR","Bowling Green BGSU","BGSU 97, LOUR 56",FALSE,"/mens-college-basketball/game/_/gameId/400990184",20171228,"BGSU","LOUR","BGSU","LOUR",1,44,58.6,32.8,42.3,31,72,69.2,47,23,11,6,36,17,16,13,7,11,2,2,15,16,14,22,1,0,0,0,FALSE,FALSE,"1,927"
"Southern Miss USM","Marshall MRSH","MRSH 85, USM 66",FALSE,"/mens-college-basketball/game/_/gameId/400992576",20171228,"MRSH","USM","MRSH","USM",1,61,46.3,49.2,31.3,25,72.2,35.7,47,26,16,4,31,22,22,12,8,13,7,4,16,15,10,17,1,0,0,0,FALSE,FALSE,"5,537"
"UIC UIC","Wright State WRST","WRST 65, UIC 61",FALSE,"/mens-college-basketball/game/_/gameId/400992179",20171228,"WRST","UIC","WRST","UIC",1,42,32.8,43.4,31.6,38.5,85,90.9,36,39,15,9,21,30,13,8,10,4,2,6,9,20,12,18,0,0,0,0,FALSE,FALSE,"3,397"
"Middle Georgia State MGAS","Jacksonville JAX","JAX 81, MGAS 60",FALSE,"/mens-college-basketball/game/_/gameId/400991883",20171228,"JAX","MGAS","JAX","MGAS",1,31,48.3,34.8,22.7,25.8,58.1,54.5,49,31,13,8,36,23,13,12,11,7,1,4,17,16,14,23,0,0,0,0,FALSE,FALSE,"457"
"Greensboro GRN","UNC Wilmington UNCW","UNCW 101, GRN 60",FALSE,"/mens-college-basketball/game/_/gameId/400991480",20171228,"UNCW","GRN","UNCW","GRN",1,74,52.2,29.3,37.5,15.4,79.3,54.5,63,33,15,11,48,22,20,5,5,11,5,2,19,11,14,24,0,0,0,0,FALSE,FALSE,"3,865"
"Saint Peter's SPU","Fairfield FAIR","FAIR 70, SPU 61",FALSE,"/mens-college-basketball/game/_/gameId/400991114",20171228,"FAIR","SPU","FAIR","SPU",1,11,46,41.2,42.3,31.8,72.2,100,32,28,8,6,24,22,13,11,10,9,2,3,16,18,14,17,0,0,0,0,FALSE,FALSE,"1,112"
"Tennessee State TNST","UT Martin UTM","UTM 63, TNST 60 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/400990945",20171228,"UTM","TNST","UTM","TNST",1,47,34.9,38.2,13.6,35.7,76.2,66.7,42,39,16,11,26,28,12,17,9,7,7,3,11,17,13,18,1,1,0,0,FALSE,FALSE,"2,009"
"NJIT NJIT","Buffalo BUFF","BUFF 86, NJIT 81 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/400990185",20171228,"BUFF","NJIT","BUFF","NJIT",1,31,40.6,42.3,34.6,29.2,75,82.4,44,43,17,14,27,29,14,13,6,5,5,2,12,13,16,25,0,0,0,0,FALSE,FALSE,"2,111"
"Kent State KENT","Albany ALB","ALB 78, KENT 68",FALSE,"/mens-college-basketball/game/_/gameId/400989997",20171228,"ALB","KENT","ALB","KENT",1,60,50,41.2,38.9,15,78.1,69.2,32,35,9,19,23,16,20,13,4,4,4,2,11,11,18,25,1,0,0,0,FALSE,FALSE,"2,579"
"Valparaiso VALP","Indiana State INST","INST 73, VALP 64",FALSE,"/mens-college-basketball/game/_/gameId/400989672",20171228,"INST","VALP","INST","VALP",1,32,52.4,47.9,55.6,32,65.5,58.8,29,25,6,6,23,19,10,8,12,8,1,0,20,22,19,23,0,0,0,0,FALSE,FALSE,"3,269"
"Olivet College OLIV","Purdue Fort Wayne PFW","PFW 99, OLIV 93",FALSE,"/mens-college-basketball/game/_/gameId/400989360",20171228,"PFW","OLIV","PFW","OLIV",1,51,48.3,52.1,33.3,23.8,86.5,75,33,39,6,11,27,28,20,14,8,8,3,1,11,13,14,24,0,0,0,0,FALSE,FALSE,"919"
"Tusculum TUSC","East Tennessee State ETSU","ETSU 84, TUSC 65",FALSE,"/mens-college-basketball/game/_/gameId/400988737",20171228,"ETSU","TUSC","ETSU","TUSC",1,50,43.7,43.6,29.2,40,65.2,63.6,45,36,20,10,25,26,15,15,11,5,3,8,8,16,13,17,0,0,0,0,FALSE,FALSE,"3,218"
"Kennesaw State KENN","Mercer MER","MER 89, KENN 56",FALSE,"/mens-college-basketball/game/_/gameId/400988736",20171228,"MER","KENN","MER","KENN",1,100,60.3,42.3,55.6,28.6,81.8,61.5,31,27,7,9,24,18,24,15,7,6,1,2,11,17,14,14,0,0,0,0,FALSE,FALSE,"3,513"
"Providence PROV","St. John's SJU","PROV 94, SJU 72",FALSE,"/mens-college-basketball/game/_/gameId/400988551",20171228,"SJU","PROV","PROV","SJU",0,100,43.8,54.7,25,53.3,69.2,57.1,33,37,12,11,21,26,14,24,5,8,6,1,11,10,14,14,0,0,0,0,FALSE,FALSE,"5,602"
"Houston HOU","South Florida USF","HOU 79, USF 60",FALSE,"/mens-college-basketball/game/_/gameId/400988039",20171228,"USF","HOU","HOU","USF",0,22,31.6,45.2,43.8,32.1,77.3,87.5,35,43,11,11,24,32,11,13,5,6,2,5,13,11,15,19,0,0,0,0,FALSE,FALSE,"2,273"
"Tulane TULN","Temple TEM","TULN 85, TEM 75",FALSE,"/mens-college-basketball/game/_/gameId/400988038",20171228,"TEM","TULN","TULN","TEM",0,53,44.8,54.4,19,25,78.6,95,33,29,14,6,19,23,12,22,7,7,4,4,12,10,16,17,0,0,0,0,FALSE,FALSE,"5,382"
"Hartford HART","Rutgers RUTG","HART 60, RUTG 58",FALSE,"/mens-college-basketball/game/_/gameId/400986466",20171228,"RUTG","HART","HART","RUTG",0,58,34.5,45.7,33.3,35.3,54.5,70.6,34,39,14,8,20,31,7,9,10,1,5,7,6,17,17,16,0,0,0,0,FALSE,FALSE,"4,632"
"IUPUI IUPU","Northern Kentucky NKU","NKU 77, IUPU 59",FALSE,"/mens-college-basketball/game/_/gameId/400992141",20171228,"NKU","IUPU","NKU","IUPU",1,50,57.4,33.9,40,38.1,75,69.2,38,31,8,14,30,17,18,10,8,7,7,3,13,12,15,16,0,0,0,0,FALSE,FALSE,"4,203"
"Monmouth MONM","Quinnipiac QUIN","QUIN 78, MONM 76",FALSE,"/mens-college-basketball/game/_/gameId/400991115",20171228,"QUIN","MONM","QUIN","MONM",1,53,47.2,48.3,40.6,38.9,68.2,73.3,32,35,7,9,25,26,20,19,6,7,4,2,10,9,16,18,0,0,0,0,FALSE,FALSE,"1,897"
"Incarnate Word UIW","McNeese MCN","MCN 85, UIW 62",FALSE,"/mens-college-basketball/game/_/gameId/400988999",20171228,"MCN","UIW","MCN","UIW",1,9,48.3,32.3,50,18.2,81.5,66.7,47,34,14,15,33,19,12,10,5,3,8,4,14,11,20,22,0,0,0,0,FALSE,FALSE,"743"
